prepared_predicted,prediction_level,per_month,Naics_orig,State_orig,excess_low_lbs_orig,excess_high_lbs_orig,Name,Naics,Address,City,County,State,zip
13922,In-Range,1160,Full-Service Restaurants,KS,5267,16960,My Place,Full-Service Restaurants,4857 Cr 5500,Cherryvale,Montgomery,KS,67335
13922,In-Range,1160,Full-Service Restaurants,KS,20015,44096,Nagoya Japanese Sushi and Steak Inc,Full-Service Restaurants,711 W 23rd St Ste 24,Lawrence,Douglas,KS,66046
13922,High,1160,Full-Service Restaurants,KS,4157,13568,Namaste India,Full-Service Restaurants,6417 W 119th St,Overland Park,Johnson,KS,66209
13922,In-Range,1160,Full-Service Restaurants,KS,7415,33920,Nancy's Fancy's,Full-Service Restaurants,314 Main St,Barnard,Lincoln,KS,67418
13922,In-Range,1160,Full-Service Restaurants,KS,2879,23744,Nanns Soul Food LLC,Full-Service Restaurants,1000 SE 21st St,Topeka,Shawnee,KS,66607
13922,In-Range,1160,Full-Service Restaurants,KS,15140,33920,Nanny's Soul Food LLC,Full-Service Restaurants,7202 SW 23rd St,Topeka,Shawnee,KS,66614
13922,In-Range,1160,Full-Service Restaurants,KS,6149,30528,Napolis Italian Restaurant,Full-Service Restaurants,2049 E Santa Fe St,Olathe,Johnson,KS,66062
13922,In-Range,1160,Full-Service Restaurants,KS,2659,15000,Napoli's Italian Restaurant,Full-Service Restaurants,1301 N Broadway St,Pittsburg,Crawford,KS,66762
60617,High,5051,Limited-Service Restaurants,KS,20762,20762,Nascar Subs LLC,Limited-Service Restaurants,718 S Kansas Ave,Topeka,Shawnee,KS,66603
13922,In-Range,1160,Full-Service Restaurants,KS,19320,44096,Negril Caribbean Restaurant,Full-Service Restaurants,127 W 7th St,Junction City,Geary,KS,66441
13922,High,1160,Full-Service Restaurants,KS,4066,4066,Neighborhood Nook,Full-Service Restaurants,209 Center Ave,Oakley,Logan,KS,67748
13922,In-Range,1160,Full-Service Restaurants,KS,20716,44096,Neighbors Bar Grill,Full-Service Restaurants,2315 W 21st St N,Wichita,Sedgwick,KS,67203
13922,In-Range,1160,Full-Service Restaurants,KS,32351,64448,Neighbors Cafe,Full-Service Restaurants,204 S Main St,McPherson,McPherson,KS,67460
60617,High,5051,Limited-Service Restaurants,KS,8250,8250,Nek Subway Inc,Limited-Service Restaurants,205 N 1st St,Hiawatha,Brown,KS,66434
13922,In-Range,1160,Full-Service Restaurants,KS,8424,30528,Nelson's Landing,Full-Service Restaurants,107 N Erpelding Rd,Leonardville,Riley,KS,66449
13922,In-Range,1160,Full-Service Restaurants,KS,9020,27136,Neodelicious Home Style Cafe LLC,Full-Service Restaurants,1742 N 4th St,Neodesha,Wilson,KS,66757
13922,High,1160,Full-Service Restaurants,KS,2760,3392,Nestle Usa Inc.,Full-Service Restaurants,14703 England St,Shawnee Mission,Johnson,KS,66221
13922,In-Range,1160,Full-Service Restaurants,KS,4718,23744,Nevelandia LLC,Full-Service Restaurants,908 N 18th St,Kansas City,Wyandotte,KS,66102
13922,In-Range,1160,Full-Service Restaurants,KS,3088,16960,New Cafe 32 LLC,Full-Service Restaurants,12337 Gillette St,Overland Park,Johnson,KS,66213
13922,In-Range,1160,Full-Service Restaurants,KS,14342,30528,New China King,Full-Service Restaurants,6249 E 21st St N Ste 105,Wichita,Sedgwick,KS,67208
13922,In-Range,1160,Full-Service Restaurants,KS,18168,40704,New China Restaurant,Full-Service Restaurants,201 SW 29th St,Topeka,Shawnee,KS,66611
13922,High,1160,Full-Service Restaurants,KS,9289,9289,New China Town Inc,Full-Service Restaurants,6854 Johnson Dr,Shawnee Mission,Johnson,KS,66202
13922,In-Range,1160,Full-Service Restaurants,KS,5567,23744,New Han Shin LLC,Full-Service Restaurants,7254 W 121st St,Overland Park,Johnson,KS,66213
13922,In-Range,1160,Full-Service Restaurants,KS,2879,23744,New Ling's Bistro LLC,Full-Service Restaurants,1550 SW Wanamaker Rd # 100,Topeka,Shawnee,KS,66604
13922,In-Range,1160,Full-Service Restaurants,KS,142145,305280,Newell Oil Co. Inc.,Full-Service Restaurants,200 Manchester Ave,Newton,Harvey,KS,67114
60617,High,5051,Limited-Service Restaurants,KS,2120,9000,Next Door Pizza,Limited-Service Restaurants,13164 State Line Rd,Leawood,Johnson,KS,66209
13922,In-Range,1160,Full-Service Restaurants,KS,17529,37312,Next Level Cafe,Full-Service Restaurants,3802 E Harry St,Wichita,Sedgwick,KS,67218
13922,High,1160,Full-Service Restaurants,KS,5006,13568,Ni Hao Fresh LLC,Full-Service Restaurants,2200 Arno Rd,Mission Hills,Johnson,KS,66208
13922,High,1160,Full-Service Restaurants,KS,2760,3468,Nick & Jake's Restuarant,Full-Service Restaurants,6830 W 135th St,Overland Park,Johnson,KS,66223
13922,In-Range,1160,Full-Service Restaurants,KS,5288,37312,Nick and Jakes,Full-Service Restaurants,17605 W 113th Ter,Olathe,Johnson,KS,66061
13922,In-Range,1160,Full-Service Restaurants,KS,97308,97308,Nick and Jake's Main Inc.,Full-Service Restaurants,6830 W 135th St,Overland Park,Johnson,KS,66223
13922,In-Range,1160,Full-Service Restaurants,KS,3484,251008,Nick and Jakes Shawnee Inc,Full-Service Restaurants,22220 Midland Dr,Shawnee,Johnson,KS,66226
13922,In-Range,1160,Full-Service Restaurants,KS,3201,20352,Nickels Diner,Full-Service Restaurants,404 Longview Ave,Oakley,Logan,KS,67748
60617,High,5051,Limited-Service Restaurants,KS,3208,18000,Nick's Pizzeria and Ice Cream,Limited-Service Restaurants,12030 Blue Valley Pkwy,Overland Park,Johnson,KS,66213
13922,In-Range,1160,Full-Service Restaurants,KS,8942,37312,Niji Sushi,Full-Service Restaurants,1811 S Ridgeview Rd,Olathe,Johnson,KS,66062
13922,High,1160,Full-Service Restaurants,KS,1145,3392,Nine Mile LLC,Full-Service Restaurants,1049 N Webb Rd,Belle Plaine,Sumner,KS,67013
13922,In-Range,1160,Full-Service Restaurants,KS,13139,33920,Ninza Sushi Old Town LLC,Full-Service Restaurants,703 W Candlestar CT,Andover,Butler,KS,67002
60617,High,5051,Limited-Service Restaurants,KS,19952,24000,Nippon Grill,Limited-Service Restaurants,4041 N Maize Rd Ste 260,Maize,Sedgwick,KS,67101
13922,High,1160,Full-Service Restaurants,KS,3530,10176,No 1 Kitchen,Full-Service Restaurants,1317 N Maize Rd Ste 107,Wichita,Sedgwick,KS,67212
2921,In-Range,243,Caterers,KS,1029,13568,Noah's Event Venue,Caterers,7341 W 133rd St,Overland Park,Johnson,KS,66213
2921,In-Range,243,Caterers,KS,1475,3392,Noah's Event Venue,Caterers,1550 N Lindberg Cir,Wichita,Sedgwick,KS,67206
13922,In-Range,1160,Full-Service Restaurants,KS,20716,44096,Noodles & Company,Full-Service Restaurants,3300 N Rock Rd Ste A,Wichita,Sedgwick,KS,67226
13922,In-Range,1160,Full-Service Restaurants,KS,14823,33920,Noodles & Company,Full-Service Restaurants,705 3rd Pl Ste F,Manhattan,Riley,KS,66502
13922,In-Range,1160,Full-Service Restaurants,KS,38473,305280,Noodles & Company,Full-Service Restaurants,8 W 8th St,Lawrence,Douglas,KS,66044
13922,In-Range,1160,Full-Service Restaurants,KS,44026,342592,Noodles & Company,Full-Service Restaurants,11339 W 95th St,Overland Park,Johnson,KS,66214
13922,In-Range,1160,Full-Service Restaurants,KS,245640,301888,Noodles & Company,Full-Service Restaurants,13448 Metcalf Ave,Overland Park,Johnson,KS,66213
13922,In-Range,1160,Full-Service Restaurants,KS,3167,23744,Noodles & Company,Full-Service Restaurants,1703 Vlg West Pkwy # 100,Kansas City,Wyandotte,KS,66111
13922,In-Range,1160,Full-Service Restaurants,KS,187629,187629,Noodles & Company 960,Full-Service Restaurants,7610 State Line Rd,Prairie Village,Johnson,KS,66208
13922,In-Range,1160,Full-Service Restaurants,KS,41400,50880,Nori & Japan,Full-Service Restaurants,7700 E Kellogg Dr Vc02,Wichita,Sedgwick,KS,67207
13922,High,1160,Full-Service Restaurants,KS,1542,1542,Norteno Menudo,Full-Service Restaurants,2323 N Broadway Ave,Wichita,Sedgwick,KS,67219
60617,High,5051,Limited-Service Restaurants,KS,3891,24000,Northeast Kansas Subway Inc.,Limited-Service Restaurants,11087 Hauser St,Lenexa,Johnson,KS,66210
13922,In-Range,1160,Full-Service Restaurants,KS,165600,203520,Northern Gc LLC,Full-Service Restaurants,1727 E Kansas Plz,Garden City,Finney,KS,67846
60617,High,5051,Limited-Service Restaurants,KS,5231,30000,Northern Lights Ice LLC,Limited-Service Restaurants,1013 E Piatt Ln,Olathe,Johnson,KS,66061
60617,High,5051,Limited-Service Restaurants,KS,14342,27000,Northern Ohio Pizza Co Inc,Limited-Service Restaurants,8100 E 22nd St N Bldg 200,Wichita,Sedgwick,KS,67226
60617,High,5051,Limited-Service Restaurants,KS,3855,18000,Northern Song LLC,Limited-Service Restaurants,4025 SW 10th Ave,Topeka,Shawnee,KS,66604
60617,In-Range,5051,Limited-Service Restaurants,KS,112230,135000,Northhays Inc,Limited-Service Restaurants,1201 Vine St,Hays,Ellis,KS,67601
60617,In-Range,5051,Limited-Service Restaurants,KS,12470,204328,Northhays Inc,Limited-Service Restaurants,2705 Vine St Ste 6,Hays,Ellis,KS,67601
60617,High,5051,Limited-Service Restaurants,KS,10314,24000,Northhays Inc,Limited-Service Restaurants,516 S 1st St,Wakeeney,Trego,KS,67672
13922,In-Range,1160,Full-Service Restaurants,KS,31581,57664,Northstar Restaurants Inc,Full-Service Restaurants,10540 Marty St Ste 100,Overland Park,Johnson,KS,66212
13922,High,1160,Full-Service Restaurants,KS,2760,3392,Northstar Restaurants Inc.,Full-Service Restaurants,1851 Village West Pkwy,Kansas City,Wyandotte,KS,66111
13922,In-Range,1160,Full-Service Restaurants,KS,2906,20352,Northstar Restaurants Inc.,Full-Service Restaurants,2243 N Tyler Rd,Wichita,Sedgwick,KS,67205
13922,High,1160,Full-Service Restaurants,KS,2760,3392,Northstar Restaurants Inc.,Full-Service Restaurants,1425 SW Wanamaker Rd,Topeka,Shawnee,KS,66604
13922,In-Range,1160,Full-Service Restaurants,KS,138000,169600,Northstar Restaurants Inc.,Full-Service Restaurants,14425 College Blvd # 150,Lenexa,Johnson,KS,66215
13922,In-Range,1160,Full-Service Restaurants,KS,2879,23744,Notch 8 LLC,Full-Service Restaurants,315 W 3rd St,Pittsburg,Crawford,KS,66762
13922,In-Range,1160,Full-Service Restaurants,KS,7253,33920,Noto Burrito,Full-Service Restaurants,822 N Kansas Ave,Topeka,Shawnee,KS,66608
107037,In-Range,8920,Limited-Service Restaurants,KS,31127273,31127273,Npc International Holdings Inc.,Limited-Service Restaurants,7300 W 129th St,Overland Park,Johnson,KS,66213
60617,In-Range,5051,Limited-Service Restaurants,KS,72326,87000,Npc International Inc.,Limited-Service Restaurants,10006 W 75th St,Overland Park,Johnson,KS,66204
60617,High,5051,Limited-Service Restaurants,KS,34916,49500,Npc International Inc.,Limited-Service Restaurants,10940 Parallel Pkwy Ste C,Kansas City,Wyandotte,KS,66109
60617,In-Range,5051,Limited-Service Restaurants,KS,72326,87000,Npc International Inc.,Limited-Service Restaurants,11450 Shwnee Mission Pkwy,Shawnee Mission,Johnson,KS,66203
60617,High,5051,Limited-Service Restaurants,KS,29928,36000,Npc International Inc.,Limited-Service Restaurants,11719 College Blvd,Shawnee Mission,Johnson,KS,66210
60617,In-Range,5051,Limited-Service Restaurants,KS,72326,87000,Npc International Inc.,Limited-Service Restaurants,11970 S Strang Line Rd,Olathe,Johnson,KS,66062
60617,In-Range,5051,Limited-Service Restaurants,KS,64844,78000,Npc International Inc.,Limited-Service Restaurants,15327 W 67th St,Shawnee,Johnson,KS,66217
60617,In-Range,5051,Limited-Service Restaurants,KS,54868,66000,Npc International Inc.,Limited-Service Restaurants,1700 SW Wanamaker Rd,Topeka,Shawnee,KS,66604
60617,High,5051,Limited-Service Restaurants,KS,49880,60000,Npc International Inc.,Limited-Service Restaurants,2119 SW Gage Blvd,Topeka,Shawnee,KS,66614
60617,High,5051,Limited-Service Restaurants,KS,37410,45000,Npc International Inc.,Limited-Service Restaurants,2920 W 18th Ave,Emporia,Lyon,KS,66801
60617,High,5051,Limited-Service Restaurants,KS,49880,60000,Npc International Inc.,Limited-Service Restaurants,3406 SW Topeka Blvd,Topeka,Shawnee,KS,66611
107037,In-Range,8920,Limited-Service Restaurants,KS,31127273,31127273,Npc International Inc.,Limited-Service Restaurants,4200 W 115th St Ste 200,Leawood,Johnson,KS,66211
60617,In-Range,5051,Limited-Service Restaurants,KS,54868,66000,Npc International Inc.,Limited-Service Restaurants,4328 W 119th St Unit 3c,Leawood,Johnson,KS,66209
60617,In-Range,5051,Limited-Service Restaurants,KS,54868,66000,Npc International Inc.,Limited-Service Restaurants,500 SW 10th Ave,Topeka,Shawnee,KS,66612
60617,High,5051,Limited-Service Restaurants,KS,17458,21000,Npc International Inc.,Limited-Service Restaurants,5697 W 95th St,Shawnee Mission,Johnson,KS,66207
60617,High,5051,Limited-Service Restaurants,KS,34533,34533,Npc International Inc.,Limited-Service Restaurants,5900 Roeland Dr,Roeland Park,Johnson,KS,66205
60617,High,5051,Limited-Service Restaurants,KS,44892,54000,Npc International Inc.,Limited-Service Restaurants,7121 W 151st St,Overland Park,Johnson,KS,66223
60617,In-Range,5051,Limited-Service Restaurants,KS,54868,66000,Npc International Inc.,Limited-Service Restaurants,7720 State Ave,Kansas City,Wyandotte,KS,66112
60617,In-Range,5051,Limited-Service Restaurants,KS,54868,66000,Npc International Inc.,Limited-Service Restaurants,8319 W 135th St,Overland Park,Johnson,KS,66223
60617,In-Range,5051,Limited-Service Restaurants,KS,72326,87000,Npc International Inc.,Limited-Service Restaurants,8699 Bluejacket St,Lenexa,Johnson,KS,66214
60617,In-Range,5051,Limited-Service Restaurants,KS,54868,66000,Npc International Inc.,Limited-Service Restaurants,9100 Santa Fe Dr,Overland Park,Johnson,KS,66212
60617,In-Range,5051,Limited-Service Restaurants,KS,72326,87000,Npc International Inc.,Limited-Service Restaurants,9161 Metcalf Ave,Overland Park,Johnson,KS,66212
107037,In-Range,8920,Limited-Service Restaurants,KS,31127273,31127273,Npc Operating Company B Inc.,Limited-Service Restaurants,7300 W 129th St,Shawnee Mission,Johnson,KS,66213
13922,High,1160,Full-Service Restaurants,KS,3270,13568,O Cafe,Full-Service Restaurants,1530 W 6th Ste Ste E,Lawrence,Douglas,KS,66044
60617,High,5051,Limited-Service Restaurants,KS,5700,5700,Oak & Pie,Limited-Service Restaurants,2244 N Greenwich Rd # 900,Wichita,Sedgwick,KS,67226
2921,In-Range,243,Caterers,KS,2879,23744,Oakley Creek Bbq & Catering,Caterers,723 N 1851st Diag Rd,Lecompton,Shawnee,KS,66050
60617,High,5051,Limited-Service Restaurants,KS,16770,30000,Oakpark Jj LLC,Limited-Service Restaurants,9920 Skyview Ln,Lenexa,Johnson,KS,66220
2921,In-Range,243,Caterers,KS,2879,16960,Ocho Catering Llc.,Caterers,8946 E Funston CT,Wichita,Sedgwick,KS,67207
60617,High,5051,Limited-Service Restaurants,KS,7738,27000,Off The Square Grill,Limited-Service Restaurants,325 New York Ave,Holton,Jackson,KS,66436
13922,In-Range,1160,Full-Service Restaurants,KS,3484,30528,Off The Vine,Full-Service Restaurants,731 N Main St,Russell,Russell,KS,67665
60617,High,5051,Limited-Service Restaurants,KS,24150,39000,Ohana's Shaved Ice,Limited-Service Restaurants,24210 W 123rd Ter,Olathe,Johnson,KS,66061
13922,In-Range,1160,Full-Service Restaurants,KS,29723,54272,Oishi Sushi Restaurant & Bar,Full-Service Restaurants,12220 Shwnee Mission Pkwy,Shawnee,Johnson,KS,66216
13922,In-Range,1160,Full-Service Restaurants,KS,26008,47488,Oklahom Joe's Bbq & Catering,Full-Service Restaurants,11723 Roe Ave,Leawood,Johnson,KS,66211
13922,In-Range,1160,Full-Service Restaurants,KS,8975,37312,Oklahoma Boy's Bbq,Full-Service Restaurants,2209 Ohio St,Augusta,Butler,KS,67010
60617,In-Range,5051,Limited-Service Restaurants,KS,59694,150000,Oklahoma Magic L.P.,Limited-Service Restaurants,7700 E Polo Dr,Wichita,Sedgwick,KS,67206
60617,High,5051,Limited-Service Restaurants,KS,23831,23831,Olathe Pizza Shop Inc,Limited-Service Restaurants,736 W Park St,Olathe,Johnson,KS,66061
13922,In-Range,1160,Full-Service Restaurants,KS,2879,23744,Old Chicago,Full-Service Restaurants,545 Wakarusa Dr,Lawrence,Douglas,KS,66049
13922,In-Range,1160,Full-Service Restaurants,KS,6308,27136,Old Chicago Bistro,Full-Service Restaurants,3700 10th St,Great Bend,Barton,KS,67530
13922,In-Range,1160,Full-Service Restaurants,KS,27600,33920,Old Chicago of Kansas Inc.,Full-Service Restaurants,2001 Clock Tower Pl,Manhattan,Riley,KS,66503
60617,High,5051,Limited-Service Restaurants,KS,37410,45000,Old Chicago of Kansas Inc.,Limited-Service Restaurants,7700 E Kellogg Dr,Wichita,Sedgwick,KS,67207
60617,High,5051,Limited-Service Restaurants,KS,29700,51000,Old Mill Tasty Shop Ltd,Limited-Service Restaurants,604 E Douglas Ave,Wichita,Sedgwick,KS,67202
13922,In-Range,1160,Full-Service Restaurants,KS,2879,23744,Old Tokyo Steakhouse,Full-Service Restaurants,6821 W Taft Ave,Wichita,Sedgwick,KS,67209
13922,High,1160,Full-Service Restaurants,KS,7763,7763,Old Town Restaurant,Full-Service Restaurants,1000 Main St,Parsons,Labette,KS,67357
2921,In-Range,243,Caterers,KS,10190,40704,Olive Events Inc.,Caterers,11620 Leavenworth Rd,Kansas City,Wyandotte,KS,66109
13922,In-Range,1160,Full-Service Restaurants,KS,5144,23744,Olive Garden 4461,Full-Service Restaurants,1700 E 17th Ave,Hutchinson,Reno,KS,67501
13922,In-Range,1160,Full-Service Restaurants,KS,17425,40704,Olive Garden Italian Restauran,Full-Service Restaurants,2820 S 9th St,Salina,Saline,KS,67401
13922,In-Range,1160,Full-Service Restaurants,KS,28165,64448,Olive Garden Italian Restaurant,Full-Service Restaurants,715 Tuttle Creek Blvd,Manhattan,Riley,KS,66502
13922,In-Range,1160,Full-Service Restaurants,KS,15935,33920,Olive Green,Full-Service Restaurants,6600 W Central Ave,Wichita,Sedgwick,KS,67212
13922,In-Range,1160,Full-Service Restaurants,KS,2879,23744,Olive Tree Restaurant Corp,Full-Service Restaurants,2949 N Rock Rd Ste 100,Wichita,Sedgwick,KS,67226
13922,High,1160,Full-Service Restaurants,KS,2879,2879,Oliver's Beef & Brew,Full-Service Restaurants,245 Main St,Little River,Rice,KS,67457
13922,In-Range,1160,Full-Service Restaurants,KS,8612,33920,Oliver's Beef & Brew,Full-Service Restaurants,925 E 30th Ave,Hutchinson,Reno,KS,67502
60617,High,5051,Limited-Service Restaurants,KS,17529,33000,Olives and Pitas,Limited-Service Restaurants,756 N Tyler Rd,Wichita,Sedgwick,KS,67212
14883,In-Range,1240,Full-Service Restaurants,KS,414000,508800,On The Border Corporation,Full-Service Restaurants,1930 N Rock Rd,Wichita,Sedgwick,KS,67206
2921,In-Range,243,Caterers,KS,14862,27136,On The Side Catering,Caterers,11503 S Strang Line Rd C,Olathe,Johnson,KS,66062
13922,High,1160,Full-Service Restaurants,KS,1786,10176,One Girl In A Messy Kitchen,Full-Service Restaurants,10700 Horton St,Overland Park,Johnson,KS,66211
13922,In-Range,1160,Full-Service Restaurants,KS,59447,108544,O'Neill's Restaurant & Bar,Full-Service Restaurants,9417 Mission Rd,Leawood,Johnson,KS,66206
13922,In-Range,1160,Full-Service Restaurants,KS,4225,23744,Onion Palace,Full-Service Restaurants,313 E Elm St,Columbus,Cherokee,KS,66725
13922,In-Range,1160,Full-Service Restaurants,KS,36507,36507,Op5305 Inc.,Full-Service Restaurants,6936 W 119th St,Shawnee Mission,Johnson,KS,66209
60617,High,5051,Limited-Service Restaurants,KS,3792,3792,Opies Family Restaurant,Limited-Service Restaurants,802 Bridge St,Humboldt,Allen,KS,66748
60617,High,5051,Limited-Service Restaurants,KS,4955,18000,Opie's Pizza,Limited-Service Restaurants,203 E Saint John St,Girard,Crawford,KS,66743
60617,High,5051,Limited-Service Restaurants,KS,14137,33000,Opjj LLC,Limited-Service Restaurants,20180 W 153rd St,Olathe,Johnson,KS,66062
60617,High,5051,Limited-Service Restaurants,KS,9976,12000,Opjj LLC,Limited-Service Restaurants,8601 College Blvd,Overland Park,Johnson,KS,66210
60617,High,5051,Limited-Service Restaurants,KS,9000,36000,Opp LLC,Limited-Service Restaurants,10057 W 87th St,Overland Park,Johnson,KS,66212
60617,High,5051,Limited-Service Restaurants,KS,9207,42000,Orange Leaf Frozen Yogurt,Limited-Service Restaurants,1114 Commercial St Ste C,Emporia,Lyon,KS,66801
60617,In-Range,5051,Limited-Service Restaurants,KS,33871,66000,Orange Leaf Frozen Yogurt,Limited-Service Restaurants,4801 Bauer Farm Dr,Lawrence,Douglas,KS,66049
60617,High,5051,Limited-Service Restaurants,KS,3011,3011,Orange Leaf Frozen Yogurt,Limited-Service Restaurants,501 3rd Pl,Manhattan,Riley,KS,66502
60617,High,5051,Limited-Service Restaurants,KS,8294,45000,Orange Leaf Frozen Yogurt,Limited-Service Restaurants,7730 E 37th St N Ste A,Wichita,Sedgwick,KS,67226
60617,High,5051,Limited-Service Restaurants,KS,2515,2515,Orange Leaf Frozen Yogurt,Limited-Service Restaurants,8918 W 21st St N Ste 600,Wichita,Sedgwick,KS,67205
60617,High,5051,Limited-Service Restaurants,KS,3177,9000,Orange Leaf Yogurt,Limited-Service Restaurants,1570 SW Wanamaker Rd # 230,Topeka,Shawnee,KS,66604
60617,In-Range,5051,Limited-Service Restaurants,KS,174580,210000,O'Reilly Management Corp,Limited-Service Restaurants,1202 W 6th Ave,Emporia,Lyon,KS,66801
60617,High,5051,Limited-Service Restaurants,KS,18577,30000,Orginial Pizza,Limited-Service Restaurants,11916 Mohawk Rd,Leawood,Johnson,KS,66209
13922,In-Range,1160,Full-Service Restaurants,KS,93840,115328,Original Bread Inc.,Full-Service Restaurants,20120 W 153rd St,Olathe,Johnson,KS,66062
13922,In-Range,1160,Full-Service Restaurants,KS,4061,27136,Original Bread Inc.,Full-Service Restaurants,2441 N Maize Rd Ste 115,Wichita,Sedgwick,KS,67205
13922,In-Range,1160,Full-Service Restaurants,KS,93840,115328,Original Bread Inc.,Full-Service Restaurants,315 Southwind Pl,Manhattan,Riley,KS,66503
13922,In-Range,1160,Full-Service Restaurants,KS,14400,30528,Original Bread Inc.,Full-Service Restaurants,6800 W 135th St,Shawnee Mission,Johnson,KS,66223
13922,In-Range,1160,Full-Service Restaurants,KS,93840,115328,Original Bread Inc.,Full-Service Restaurants,7070 Martway St,Shawnee Mission,Johnson,KS,66202
13922,In-Range,1160,Full-Service Restaurants,KS,91080,111936,Original Bread Inc.,Full-Service Restaurants,15221 W 87th Street Pkwy,Lenexa,Johnson,KS,66219
13922,In-Range,1160,Full-Service Restaurants,KS,33120,40704,Original Bread Inc.,Full-Service Restaurants,1605 N Rock Rd,Wichita,Sedgwick,KS,67206
13922,In-Range,1160,Full-Service Restaurants,KS,93840,115328,Original Bread Inc.,Full-Service Restaurants,1811 Village West Pkwy,Kansas City,Wyandotte,KS,66111
60617,High,5051,Limited-Service Restaurants,KS,22446,27000,Original Pizza of Kansas Inc,Limited-Service Restaurants,11511 W 95th St,Shawnee Mission,Johnson,KS,66214
60617,High,5051,Limited-Service Restaurants,KS,27090,27090,Orla LLC,Limited-Service Restaurants,8244 S Hancock CT,Derby,Sedgwick,KS,67037
60617,In-Range,5051,Limited-Service Restaurants,KS,24486,72000,Oscar's of Hoxie L.L.C.,Limited-Service Restaurants,845 Main St,Hoxie,Sheridan,KS,67740
60617,High,5051,Limited-Service Restaurants,KS,2879,30000,Osp Pizza Delivery and Carryout,Limited-Service Restaurants,70 N Eagle Ln,Mound City,Linn,KS,66056
13922,In-Range,1160,Full-Service Restaurants,KS,63480,78016,Otto's Cafe,Full-Service Restaurants,711 N Broadway St,Pittsburg,Crawford,KS,66762
60617,High,5051,Limited-Service Restaurants,KS,3484,24000,Ourrs Family Dining,Limited-Service Restaurants,1606 S Georgetown St,Wichita,Sedgwick,KS,67218
13922,In-Range,1160,Full-Service Restaurants,KS,11627,50880,Outlaw Bbq LLC,Full-Service Restaurants,308 E Main St,Glen Elder,Mitchell,KS,67446
60617,High,5051,Limited-Service Restaurants,KS,5955,24000,Outlaw Pizza,Limited-Service Restaurants,13812 Fontana St,Leawood,Johnson,KS,66224
13922,In-Range,1160,Full-Service Restaurants,KS,12300,27136,Overland Pork Bbq LLC,Full-Service Restaurants,15028 Lakeside Dr,Basehor,Leavenworth,KS,66007
13922,In-Range,1160,Full-Service Restaurants,KS,160080,196736,P B & J Restaurants Inc.,Full-Service Restaurants,7111 W 95th St,Overland Park,Johnson,KS,66212
60617,High,5051,Limited-Service Restaurants,KS,34916,42000,P H North Inc.,Limited-Service Restaurants,15 N Union St,Council Grove,Morris,KS,66846
60617,High,5051,Limited-Service Restaurants,KS,1686,3000,P.J. Wichita L.L.C.,Limited-Service Restaurants,625 N Rock Rd,Derby,Sedgwick,KS,67037
60617,In-Range,5051,Limited-Service Restaurants,KS,20005,69000,P16-9 Inc.,Limited-Service Restaurants,11404 W 144th St,Overland Park,Johnson,KS,66221
13922,In-Range,1160,Full-Service Restaurants,KS,27866,50880,Pad Thai Restaurant Inc,Full-Service Restaurants,14319 Metcalf Ave,Overland Park,Johnson,KS,66223
13922,In-Range,1160,Full-Service Restaurants,KS,2879,23744,Pal Indian Cuisine LLC,Full-Service Restaurants,6711 SW Crestwood Dr,Topeka,Shawnee,KS,66619
60617,High,5051,Limited-Service Restaurants,KS,13004,21000,Palermos Pizza,Limited-Service Restaurants,12720 S Rene St,Olathe,Johnson,KS,66062
60617,High,5051,Limited-Service Restaurants,KS,5712,5712,Paleteria Tropicana 4 LLC,Limited-Service Restaurants,151 S 18th St,Kansas City,Wyandotte,KS,66102
60617,High,5051,Limited-Service Restaurants,KS,1368,1368,Paleteria Y Neveria Cuauhtemoc,Limited-Service Restaurants,504 N Colorado St,Ulysses,Grant,KS,67880
13922,In-Range,1160,Full-Service Restaurants,KS,11826,30528,Palmer's Grill LLC,Full-Service Restaurants,335 S Nine Iron Dr,Andover,Butler,KS,67002
13922,In-Range,1160,Full-Service Restaurants,KS,42727,78016,Pan Fried Omaha LLC,Full-Service Restaurants,9401 Reeds Rd,Overland Park,Johnson,KS,66207
13922,In-Range,1160,Full-Service Restaurants,KS,8462,20352,Pancake House LLC,Full-Service Restaurants,640 E Pancake Blvd,Liberal,Seward,KS,67901
13922,In-Range,1160,Full-Service Restaurants,KS,2879,23744,Panchos 2 LLC,Full-Service Restaurants,3506 SW Topeka Blvd,Topeka,Shawnee,KS,66611
13922,In-Range,1160,Full-Service Restaurants,KS,9102,37312,Panchos 3 LLC,Full-Service Restaurants,419 W 6th St,Junction City,Geary,KS,66441
13922,High,1160,Full-Service Restaurants,KS,2760,3392,Panchos Mexican Food,Full-Service Restaurants,1808 E Santa Fe St,Olathe,Johnson,KS,66062
13922,In-Range,1160,Full-Service Restaurants,KS,28683,61056,Panda Cafe LLC,Full-Service Restaurants,4900 E Pawnee Ave,Wichita,Sedgwick,KS,67218
13922,In-Range,1160,Full-Service Restaurants,KS,27600,33920,Panda Express Inc.,Full-Service Restaurants,1920 SW Wanamaker Rd # 160,Topeka,Shawnee,KS,66604
13922,In-Range,1160,Full-Service Restaurants,KS,89237,89237,Panda Express Inc.,Full-Service Restaurants,2760 N Maize Rd,Wichita,Sedgwick,KS,67205
13922,In-Range,1160,Full-Service Restaurants,KS,24840,30528,Panda Express Inc.,Full-Service Restaurants,299 N K 7 Hwy,Olathe,Johnson,KS,66061
