prepared_predicted,prediction_level,per_month,Naics_orig,State_orig,excess_low_lbs_orig,excess_high_lbs_orig,Name,Naics,Address,City,County,State,zip
60617,High,5051,Limited-Service Restaurants,KS,7115,27000,Subway Sandwich Shop,Limited-Service Restaurants,100 Stimson Ave,Fort Leavenworth,Leavenworth,KS,66027
60617,High,5051,Limited-Service Restaurants,KS,5996,27000,Subway Sandwiches,Limited-Service Restaurants,13303 W Maple St Ste 101,Wichita,Sedgwick,KS,67235
60617,High,5051,Limited-Service Restaurants,KS,6364,27000,Subway Sandwiches,Limited-Service Restaurants,159 Metcalf Ave,Overland Park,Johnson,KS,66223
60617,High,5051,Limited-Service Restaurants,KS,9944,9944,Subway Sandwiches,Limited-Service Restaurants,1920 Highway 73,Atchison,Atchison,KS,66002
60617,High,5051,Limited-Service Restaurants,KS,5734,27000,Subway Sandwiches,Limited-Service Restaurants,210 E Kansas Ave,Garden City,Finney,KS,67846
60617,High,5051,Limited-Service Restaurants,KS,5285,27000,Subway Sandwiches,Limited-Service Restaurants,21906 W 66th St,Shawnee,Johnson,KS,66226
60617,High,5051,Limited-Service Restaurants,KS,6311,27000,Subway Sandwiches,Limited-Service Restaurants,311 E Pawnee St,Wichita,Sedgwick,KS,67211
60617,High,5051,Limited-Service Restaurants,KS,6198,27000,Subway Sandwiches,Limited-Service Restaurants,501 E Ross St,Clearwater,Sedgwick,KS,67026
60617,High,5051,Limited-Service Restaurants,KS,6689,27000,Subway Sandwiches & Salads,Limited-Service Restaurants,10600 W 21st St N,Wichita,Sedgwick,KS,67205
60617,High,5051,Limited-Service Restaurants,KS,6249,27000,Subway Sandwiches & Salads,Limited-Service Restaurants,2723 10th St,Great Bend,Barton,KS,67530
60617,High,5051,Limited-Service Restaurants,KS,17788,17788,Subway Sandwiches & Salads,Limited-Service Restaurants,3041 Anderson Ave,Manhattan,Riley,KS,66503
60617,High,5051,Limited-Service Restaurants,KS,8869,8869,Subway World Headquarters,Limited-Service Restaurants,2754 US Highway 75,Lebo,Coffey,KS,66856
13922,In-Range,1160,Full-Service Restaurants,KS,2879,23744,Sues Bbq,Full-Service Restaurants,205 W 10th St,Ellinwood,Barton,KS,67526
13922,High,1160,Full-Service Restaurants,KS,2879,2879,Sues Bbq & Grill LLC,Full-Service Restaurants,106 N Main St,Ellinwood,Barton,KS,67526
13922,In-Range,1160,Full-Service Restaurants,KS,3167,23744,Sue's Diner,Full-Service Restaurants,101 Lodge Rd,Hiawatha,Brown,KS,66434
13922,In-Range,1160,Full-Service Restaurants,KS,2879,23744,Sugar Bliss Bakery and Cafe,Full-Service Restaurants,130 Cherokee St,Leavenworth,Leavenworth,KS,66048
13922,In-Range,1160,Full-Service Restaurants,KS,25206,169600,Sugar Shanes,Full-Service Restaurants,430 State St,Augusta,Butler,KS,67010
13922,High,1160,Full-Service Restaurants,KS,3167,3167,Sul Espirito Do,Full-Service Restaurants,11900 Metcalf Ave,Overland Park,Johnson,KS,66213
13922,In-Range,1160,Full-Service Restaurants,KS,115920,142464,Sullivan's - Austin L.P.,Full-Service Restaurants,4501 W 119th St,Leawood,Johnson,KS,66209
13922,In-Range,1160,Full-Service Restaurants,KS,35057,74624,Summit Restaurant Holding,Full-Service Restaurants,2053 N Amidon Ave,Wichita,Sedgwick,KS,67203
13922,In-Range,1160,Full-Service Restaurants,KS,14363,44096,Sunflower Cafe,Full-Service Restaurants,115 N 5th St,Atchison,Atchison,KS,66002
13922,In-Range,1160,Full-Service Restaurants,KS,20435,37312,Sunflower Cafe,Full-Service Restaurants,14516 S Village Dr,Olathe,Johnson,KS,66062
60617,High,5051,Limited-Service Restaurants,KS,23903,45000,Sunflower Espresso LLC,Limited-Service Restaurants,722 S Chautauqua Ave,Wichita,Sedgwick,KS,67211
13922,In-Range,1160,Full-Service Restaurants,KS,23716,57664,Sunflower Supper Club LLC,Full-Service Restaurants,6002 N Plum St,Hutchinson,Reno,KS,67502
13922,In-Range,1160,Full-Service Restaurants,KS,55200,67840,Sunny Starr Cafe,Full-Service Restaurants,2135 SW Gage Blvd,Topeka,Shawnee,KS,66614
13922,High,1160,Full-Service Restaurants,KS,11146,11146,Sunrice LLC,Full-Service Restaurants,5217 W 95th St,Overland Park,Johnson,KS,66207
13922,In-Range,1160,Full-Service Restaurants,KS,11161,27136,Sunrise Cafe,Full-Service Restaurants,108 W 5th Ave Lot 13,South Hutchinson,Reno,KS,67505
60617,In-Range,5051,Limited-Service Restaurants,KS,12753,72000,Sunset Equities,Limited-Service Restaurants,1800 Vine St,Hays,Ellis,KS,67601
60617,In-Range,5051,Limited-Service Restaurants,KS,14964,160371,Sunset Equities Inc.,Limited-Service Restaurants,1032 W Kansas Ave,McPherson,McPherson,KS,67460
60617,In-Range,5051,Limited-Service Restaurants,KS,134676,162000,Sunset Equities Inc.,Limited-Service Restaurants,700 N Kansas Ave,Liberal,Seward,KS,67901
60617,High,5051,Limited-Service Restaurants,KS,2879,21000,Sunset Grill,Limited-Service Restaurants,14577 Metcalf Ave,Overland Park,Johnson,KS,66223
13922,In-Range,1160,Full-Service Restaurants,KS,18168,40704,Supermart El Torito Inc.,Full-Service Restaurants,3000 NW Topeka Blvd,Topeka,Shawnee,KS,66617
13922,In-Range,1160,Full-Service Restaurants,KS,3832,30528,Sushi Ko,Full-Service Restaurants,811 New Hampshire St,Lawrence,Douglas,KS,66044
13922,In-Range,1160,Full-Service Restaurants,KS,6430,23744,Sushi Mido LLC,Full-Service Restaurants,6010 Nieman Rd,Shawnee Mission,Johnson,KS,66203
13922,In-Range,1160,Full-Service Restaurants,KS,11200,23744,Sushi Mina LLC,Full-Service Restaurants,13450 W 105th Ter,Overland Park,Johnson,KS,66215
13922,High,1160,Full-Service Restaurants,KS,1743,3392,Suzie Q,Full-Service Restaurants,6720 Kaw Dr,Kansas City,Wyandotte,KS,66111
60617,High,5051,Limited-Service Restaurants,KS,3363,18000,Suzie's Pizzeria & Grill LLC,Limited-Service Restaurants,2012 E Cherokee Pl,Olathe,Johnson,KS,66062
60617,High,5051,Limited-Service Restaurants,KS,7091,30000,Sweet Frog Frozen Yogurt,Limited-Service Restaurants,1829 Vlg West Pkwy T131,Kansas City,Wyandotte,KS,66111
60617,High,5051,Limited-Service Restaurants,KS,2879,21000,Sweet Tee's Coffee Shop,Limited-Service Restaurants,15636 W 150th St,Olathe,Johnson,KS,66062
60617,High,5051,Limited-Service Restaurants,KS,2879,21000,Sweet Thangs Cafe,Limited-Service Restaurants,1088 W Santa Fe St,Olathe,Johnson,KS,66061
2921,In-Range,243,Caterers,KS,1224,3392,Sweet Traditions,Caterers,79 Q Rd,Rozel,Pawnee,KS,67574
13922,High,1160,Full-Service Restaurants,KS,3167,3167,Swine Enthusiast Bbq LLC,Full-Service Restaurants,14829 Melrose St,Overland Park,Johnson,KS,66221
13922,In-Range,1160,Full-Service Restaurants,KS,5576,23744,Syc LLC,Full-Service Restaurants,12970 W 87th Street Pkwy,Overland Park,Johnson,KS,66215
13922,In-Range,1160,Full-Service Restaurants,KS,35297,64448,Symbiotic Restaurant Group LLC,Full-Service Restaurants,10916 W 71st St,Shawnee,Johnson,KS,66203
13922,In-Range,1160,Full-Service Restaurants,KS,20435,37312,Szechuan Dyansty Industries,Full-Service Restaurants,7206 W 119th St,Overland Park,Johnson,KS,66213
13922,In-Range,1160,Full-Service Restaurants,KS,18475,40704,Szechuan House Sixth Street Inc,Full-Service Restaurants,1500 W 6th St,Lawrence,Douglas,KS,66044
60617,High,5051,Limited-Service Restaurants,KS,11220,11220,T A S Management System,Limited-Service Restaurants,150 N Oliver Ave,Wichita,Sedgwick,KS,67208
13922,In-Range,1160,Full-Service Restaurants,KS,63480,78016,T B of America Inc.,Full-Service Restaurants,721 N Main St,El Dorado,Butler,KS,67042
60617,High,5051,Limited-Service Restaurants,KS,2494,3000,T B of America Inc.,Limited-Service Restaurants,1009 Limey Pl,Manhattan,Riley,KS,66502
60617,High,5051,Limited-Service Restaurants,KS,14964,18000,T B of America Inc.,Limited-Service Restaurants,105 US Highway 75,Holton,Jackson,KS,66436
60617,In-Range,5051,Limited-Service Restaurants,KS,57362,69000,T B of America Inc.,Limited-Service Restaurants,1115 S Broadway St,Pittsburg,Crawford,KS,66762
60617,High,5051,Limited-Service Restaurants,KS,29928,36000,T B of America Inc.,Limited-Service Restaurants,1602 N State St,Iola,Allen,KS,66749
60617,In-Range,5051,Limited-Service Restaurants,KS,57362,69000,T B of America Inc.,Limited-Service Restaurants,1720 N Kansas Ave,Liberal,Seward,KS,67901
60617,High,5051,Limited-Service Restaurants,KS,34916,42000,T B of America Inc.,Limited-Service Restaurants,2003 E 1st St,Pratt,Pratt,KS,67124
60617,In-Range,5051,Limited-Service Restaurants,KS,57362,69000,T B of America Inc.,Limited-Service Restaurants,2305 S Main St,Fort Scott,Bourbon,KS,66701
60617,High,5051,Limited-Service Restaurants,KS,44892,54000,T B of America Inc.,Limited-Service Restaurants,305 N 8th St,Independence,Montgomery,KS,67301
60617,In-Range,5051,Limited-Service Restaurants,KS,57362,69000,T B of America Inc.,Limited-Service Restaurants,3607 10th St,Great Bend,Barton,KS,67530
60617,In-Range,5051,Limited-Service Restaurants,KS,57362,69000,T B of America Inc.,Limited-Service Restaurants,4000 N Maize Rd,Maize,Sedgwick,KS,67101
60617,High,5051,Limited-Service Restaurants,KS,26008,42000,T Shawnee Inc,Limited-Service Restaurants,22374 W 66th St,Shawnee,Johnson,KS,66226
60617,High,5051,Limited-Service Restaurants,KS,27090,51000,T.O.P.s Steaks & Hoagies LLC,Limited-Service Restaurants,2420 N Clubhouse CT,Wichita,Sedgwick,KS,67226
60617,High,5051,Limited-Service Restaurants,KS,4269,4269,Table 7 Inc.,Limited-Service Restaurants,15035 W 128th St,Olathe,Johnson,KS,66062
2921,In-Range,243,Caterers,KS,13004,23744,Tableswithtaste,Caterers,11502 Woodward St,Overland Park,Johnson,KS,66210
60617,High,5051,Limited-Service Restaurants,KS,42727,42727,Taco Bell,Limited-Service Restaurants,7100 W 119th St,Shawnee Mission,Johnson,KS,66213
13922,In-Range,1160,Full-Service Restaurants,KS,26434,47488,Taco Bueno Restaurant LP,Full-Service Restaurants,10932 Stadium Pkwy,Kansas City,Wyandotte,KS,66111
13922,In-Range,1160,Full-Service Restaurants,KS,3167,27136,Taco Bueno Restaurants L.P.,Full-Service Restaurants,333 S West St,Wichita,Sedgwick,KS,67213
13922,In-Range,1160,Full-Service Restaurants,KS,52440,64448,Taco Bueno Restaurants L.P.,Full-Service Restaurants,18016 W 119th St,Olathe,Johnson,KS,66061
13922,High,1160,Full-Service Restaurants,KS,1500,3392,Taco Delite,Full-Service Restaurants,1402 E 1st St,Pratt,Pratt,KS,67124
13922,In-Range,1160,Full-Service Restaurants,KS,27090,57664,Taco Express,Full-Service Restaurants,220 S West St,Wichita,Sedgwick,KS,67213
60617,High,5051,Limited-Service Restaurants,KS,20716,39000,Taco Grande 151,Limited-Service Restaurants,2315 W 21st St N Ste 109,Wichita,Sedgwick,KS,67203
60617,High,5051,Limited-Service Restaurants,KS,2879,2879,Taco Grande of Scott City LLC,Limited-Service Restaurants,1201 S Main St,Scott City,Scott,KS,67871
60617,High,5051,Limited-Service Restaurants,KS,16575,16575,Taco Hut of Topeka Inc,Limited-Service Restaurants,1423 SW 6th Ave,Topeka,Shawnee,KS,66606
13922,In-Range,1160,Full-Service Restaurants,KS,10373,61056,Taco John's,Full-Service Restaurants,18617 W 151st St,Olathe,Johnson,KS,66062
13922,High,1160,Full-Service Restaurants,KS,3832,3832,Taco John's,Full-Service Restaurants,1000 W Pancake Blvd,Liberal,Seward,KS,67901
13922,In-Range,1160,Full-Service Restaurants,KS,20753,47488,Taco Lucha,Full-Service Restaurants,1130 Moro St,Manhattan,Riley,KS,66502
60617,High,5051,Limited-Service Restaurants,KS,19122,19122,Taco Pronto,Limited-Service Restaurants,7333 W Central Ave,Wichita,Sedgwick,KS,67212
13922,In-Range,1160,Full-Service Restaurants,KS,9348,44096,Taco Pronto Inc,Full-Service Restaurants,8385 W 21st St N,Wichita,Sedgwick,KS,67205
13922,In-Range,1160,Full-Service Restaurants,KS,41540,74624,Taco Republic,Full-Service Restaurants,500 County Line Rd,Kansas City,Wyandotte,KS,66103
13922,In-Range,1160,Full-Service Restaurants,KS,5660,33920,Taco Ria El Sol,Full-Service Restaurants,490 McCall Rd,Manhattan,Riley,KS,66502
13922,In-Range,1160,Full-Service Restaurants,KS,3136,23744,Taco Shop,Full-Service Restaurants,1652 S Webb Rd,Wichita,Sedgwick,KS,67207
13922,In-Range,1160,Full-Service Restaurants,KS,55355,55355,Taco Shop Inc,Full-Service Restaurants,333 W 8th St,Hays,Ellis,KS,67601
60617,High,5051,Limited-Service Restaurants,KS,25496,48000,Taco Tico Inc,Limited-Service Restaurants,460 N West St,Wichita,Sedgwick,KS,67203
13922,In-Range,1160,Full-Service Restaurants,KS,16654,16654,Taco Tico Operations Inc,Full-Service Restaurants,2102 NW Topeka Blvd,Topeka,Shawnee,KS,66608
60617,High,5051,Limited-Service Restaurants,KS,2879,21000,Taco Time LLC,Limited-Service Restaurants,4115 Covenant Dr,Hays,Ellis,KS,67601
13922,High,1160,Full-Service Restaurants,KS,2760,3392,Taco Via,Full-Service Restaurants,15159 W 119th St,Olathe,Johnson,KS,66062
13922,In-Range,1160,Full-Service Restaurants,KS,15289,15289,Taco Villa LLC,Full-Service Restaurants,5300 SW 21st St Ste A,Topeka,Shawnee,KS,66604
13922,In-Range,1160,Full-Service Restaurants,KS,18475,40704,Taco Zone,Full-Service Restaurants,13 E 8th St,Lawrence,Douglas,KS,66044
13922,In-Range,1160,Full-Service Restaurants,KS,21554,47488,Taco Zone LLC,Full-Service Restaurants,1201 E 13th St,Lawrence,Douglas,KS,66044
13922,High,1160,Full-Service Restaurants,KS,2879,2879,Tacos Bravo LLC,Full-Service Restaurants,2638 S Southeast CT,Wichita,Sedgwick,KS,67216
13922,In-Range,1160,Full-Service Restaurants,KS,5773,27136,Tacos El Guanajuato Inc.,Full-Service Restaurants,2304 5th Ave,Dodge City,Ford,KS,67801
13922,In-Range,1160,Full-Service Restaurants,KS,6675,33920,Tacos El Tio,Full-Service Restaurants,78 N 10th St,Kansas City,Wyandotte,KS,66102
13922,High,1160,Full-Service Restaurants,KS,9512,9512,Tacos Jalisco,Full-Service Restaurants,412 E Wyatt Earp Blvd,Dodge City,Ford,KS,67801
13922,High,1160,Full-Service Restaurants,KS,2879,2879,Tacos La Esperanza LLC,Full-Service Restaurants,2309 SE 22nd Ter,Topeka,Shawnee,KS,66605
13922,In-Range,1160,Full-Service Restaurants,KS,11459,27136,Tacos La Nortena LLC,Full-Service Restaurants,713 Holland St,Great Bend,Barton,KS,67530
13922,High,1160,Full-Service Restaurants,KS,2879,2879,Tacos Leon LLC,Full-Service Restaurants,1805 SE 23rd St,Topeka,Shawnee,KS,66605
13922,In-Range,1160,Full-Service Restaurants,KS,17529,37312,Tacos Mexican Fast Food,Full-Service Restaurants,1533 S Seneca St,Wichita,Sedgwick,KS,67213
13922,High,1160,Full-Service Restaurants,KS,2879,2879,Tacos Perez LLC,Full-Service Restaurants,2347 N Arkansas Ave,Wichita,Sedgwick,KS,67204
13922,In-Range,1160,Full-Service Restaurants,KS,7069,50880,Tacos Y Burrios Viva Mexico,Full-Service Restaurants,919 N Kansas Ave,Liberal,Seward,KS,67901
60617,High,5051,Limited-Service Restaurants,KS,20015,39000,Tad's Tropical Sno LLC,Limited-Service Restaurants,616 Bently Dr,Lawrence,Douglas,KS,66049
60617,High,5051,Limited-Service Restaurants,KS,4944,12000,Tag Grill Bar,Limited-Service Restaurants,319 Cloud St,Scandia,Republic,KS,66966
13922,High,1160,Full-Service Restaurants,KS,2193,13568,Take Luck Inc.,Full-Service Restaurants,3135 SW Shadow Ln,Topeka,Shawnee,KS,66604
60617,High,5051,Limited-Service Restaurants,KS,37410,45000,Talk of The Town,Limited-Service Restaurants,5201 W 135th St,Leawood,Johnson,KS,66224
13922,In-Range,1160,Full-Service Restaurants,KS,2879,23744,Tall Guy Bbq,Full-Service Restaurants,1423 N Webb Rd,Wichita,Sedgwick,KS,67206
13922,In-Range,1160,Full-Service Restaurants,KS,21671,21671,Talley Concepts LLC,Full-Service Restaurants,3306 N Westwind Bay CT,Wichita,Sedgwick,KS,67205
13922,In-Range,1160,Full-Service Restaurants,KS,25496,25496,Tanya's Soup Kitchen Hours/Map,Full-Service Restaurants,1725 E Douglas Ave,Wichita,Sedgwick,KS,67211
13922,High,1160,Full-Service Restaurants,KS,4143,10176,Tao Tao Restaurant,Full-Service Restaurants,1300 Minnesota Ave,Kansas City,Wyandotte,KS,66102
13922,In-Range,1160,Full-Service Restaurants,KS,8399,33920,Tapias Mexican Restaurant,Full-Service Restaurants,105 Larned St,Belpre,Edwards,KS,67519
13922,High,1160,Full-Service Restaurants,KS,1260,3392,Taqueria 7 Leguas LLC,Full-Service Restaurants,1706 Central Ave,Kansas City,Wyandotte,KS,66102
13922,In-Range,1160,Full-Service Restaurants,KS,7577,37312,Taqueria El Compa 2,Full-Service Restaurants,100 N Main St,Ulysses,Grant,KS,67880
13922,In-Range,1160,Full-Service Restaurants,KS,14342,30528,Taqueria La Chona LLC,Full-Service Restaurants,2817 N Woodridge St,Wichita,Sedgwick,KS,67226
13922,In-Range,1160,Full-Service Restaurants,KS,13893,44096,Taqueria La Estrella,Full-Service Restaurants,117 S Main St,Ulysses,Grant,KS,67880
13922,High,1160,Full-Service Restaurants,KS,2879,2879,Taqueria La Nueva LLC,Full-Service Restaurants,1130 E Cothrell St,Olathe,Johnson,KS,66061
13922,In-Range,1160,Full-Service Restaurants,KS,3167,27136,Taqueria LLC,Full-Service Restaurants,2259 S 9th St Ste 148,Salina,Saline,KS,67401
13922,In-Range,1160,Full-Service Restaurants,KS,6483,33920,Taqueria Los Compas,Full-Service Restaurants,519 W Mary St,Garden City,Finney,KS,67846
13922,In-Range,1160,Full-Service Restaurants,KS,13951,33920,Taqueria Los Mariachis LLC,Full-Service Restaurants,902 E 31st Ave,Hutchinson,Reno,KS,67502
13922,High,1160,Full-Service Restaurants,KS,2879,2879,Taqueria Los Reyes LLC,Full-Service Restaurants,108 W Paul St,Coffeyville,Montgomery,KS,67337
13922,In-Range,1160,Full-Service Restaurants,KS,24150,44096,Tarahumara Mexican Restaurant,Full-Service Restaurants,10201 W 47th St,Shawnee,Johnson,KS,66203
13922,In-Range,1160,Full-Service Restaurants,KS,5088,30528,Tarahumaras Mexican Food LLC,Full-Service Restaurants,3212 Merriam Ln,Kansas City,Wyandotte,KS,66106
60617,High,5051,Limited-Service Restaurants,KS,6975,6975,Taste,Limited-Service Restaurants,7324 W 86th St,Overland Park,Johnson,KS,66212
13922,In-Range,1160,Full-Service Restaurants,KS,6750,33920,Taste of Afria,Full-Service Restaurants,11240 W 135th St,Overland Park,Johnson,KS,66221
13922,In-Range,1160,Full-Service Restaurants,KS,16719,30528,Taste of China,Full-Service Restaurants,7805 Quivira Rd,Lenexa,Johnson,KS,66216
13922,In-Range,1160,Full-Service Restaurants,KS,2879,23744,Taste of Soul Southern Chicken,Full-Service Restaurants,7700 E Kellogg Dr Ste 5,Wichita,Sedgwick,KS,67207
13922,High,1160,Full-Service Restaurants,KS,2879,2879,Tastee Foodz LLC,Full-Service Restaurants,15608 S Bradley Dr,Olathe,Johnson,KS,66062
13922,In-Range,1160,Full-Service Restaurants,KS,11859,27136,Tasty China House,Full-Service Restaurants,1120 Moro St Ste C,Manhattan,Riley,KS,66502
13922,In-Range,1160,Full-Service Restaurants,KS,27866,50880,Tasty Thai,Full-Service Restaurants,14319 Metcalf Ave,Overland Park,Johnson,KS,66223
60617,High,5051,Limited-Service Restaurants,KS,21428,21428,Tate's Dairy Queen,Limited-Service Restaurants,1700 W Wyatt Earp Blvd,Dodge City,Ford,KS,67801
13922,In-Range,1160,Full-Service Restaurants,KS,19800,47488,Tatsu's Inc.,Full-Service Restaurants,4603 W 90th St,Prairie Village,Johnson,KS,66207
13922,In-Range,1160,Full-Service Restaurants,KS,2130,50880,Tavistock Freebirds LLC,Full-Service Restaurants,2024 N Woodlawn St # 417,Wichita,Sedgwick,KS,67208
13922,In-Range,1160,Full-Service Restaurants,KS,38640,47488,Tavistock Freebirds LLC,Full-Service Restaurants,410 N Hillside St,Wichita,Sedgwick,KS,67214
