year,sector,sub_sector,sub_sector_category,food_type,tons_surplus,tons_supply,us_dollars_surplus,tons_waste,tons_uneaten,tons_not_fit_for_human_consumption,tons_inedible_parts,tons_donations,tons_industrial_uses,tons_animal_feed,tons_anaerobic_digestion,tons_composting,tons_not_harvested,tons_incineration,tons_land_application,tons_landfill,tons_sewer,tons_dumping,surplus_upstream_100_year_mtco2e_footprint,surplus_downstream_100_year_mtco2e_footprint,surplus_total_100_year_mtco2e_footprint,surplus_upstream_100_year_mtch4_footprint,surplus_downstream_100_year_mtch4_footprint,surplus_total_100_year_mtch4_footprint,gallons_water_footprint,meals_wasted
2022,Foodservice,Full Service Restaurants,Asian/Noodle,Prepared Foods,470922.0114,0,6035716858,467398.9673,467800.1318,0,16559.95393,3121.879567,0,401.1645911,4.723610176,55889.23178,0,37871.03155,0,373407.2077,226.7725819,0,2113718.557,199708.2844,2313426.841,18410.28798,9732.032267,28142.32024,2.2292E+11,779666886.4
2022,Foodservice,Full Service Restaurants,Asian/Noodle,Produce,5421.679134,338839.3141,19302128.74,5259.112629,5279.234991,3240.633974,3292.565321,142.4441429,0,20.1223624,0.732938085,761.5455762,0,400.9209922,0,4077.737541,18.17558138,0,11881.74393,997.0188618,12878.76279,27.37870837,45.6417321,73.02044046,242318444.4,8798724.985
2022,Foodservice,Full Service Restaurants,Asian/Noodle,Ready-To-Drink Beverages,2539.34042,158701.4548,4172351.19,2463.199489,2472.624158,0,0,66.71626275,0,9.424668432,0.343284665,356.6834953,0,187.7785195,0,1909.881331,8.512858714,0,12501.21885,1427.019197,13928.23805,66.82274037,70.63579711,137.4585375,67703936.17,4121040.263
2022,Foodservice,Full Service Restaurants,Family Style,Breads & Bakery,3441.849302,215105.6578,16217298.53,3371.775393,3378.36991,947.5922749,498.7350629,63.47939189,0,6.594517053,0.602965562,245.9078815,0,250.9423267,0,2868.532577,5.789642336,0,6228.739539,2930.034601,9158.774141,17.83267912,142.5270615,160.3597406,66089401.94,5630616.517
2022,Foodservice,Full Service Restaurants,Family Style,Dairy & Eggs,11388.05559,711720.6404,36403995.38,11156.20187,11178.02116,1410.623081,245.7284629,210.0344263,0,21.81929545,1.995033696,813.6360365,0,830.2935183,0,9491.121076,19.15620441,0,48815.54383,3711.605038,52527.14887,637.6158295,175.3625918,812.9784213,3236367367,18630035.27
2022,Foodservice,Full Service Restaurants,Family Style,Dry Goods,6824.566582,426515.7348,28375976.22,6685.622655,6698.698394,3301.354277,152.1727574,125.8681884,0,13.07573829,1.195571991,487.5909905,0,497.5733876,0,5687.782889,11.47981685,0,18549.72843,3820.670428,22370.39886,60.33590256,184.9499428,245.2858454,839262699.5,11164497.32
2022,Foodservice,Full Service Restaurants,Family Style,Fresh Meat & Seafood,7215.798641,450966.6105,55715970.54,7068.889473,7082.714805,2633.971077,2223.59825,133.0838365,0,13.82533139,1.264110569,515.5431285,0,526.0977867,0,6013.846527,12.13792053,0,107803.6376,4127.662324,111931.3,1295.778089,199.3160636,1495.094153,8432670824,11804524.67
2022,Foodservice,Full Service Restaurants,Family Style,Frozen,404.6842018,25291.59583,1200471.452,396.4450834,397.2204506,0,0,7.463751253,0,0.775367146,0.070895212,28.91324576,0,29.50518348,0,337.275027,0.68073195,0,1602.808642,206.0941573,1808.902799,21.34599896,9.952961203,31.29896016,136658332.3,662034.0843
2022,Foodservice,Full Service Restaurants,Family Style,Prepared Foods,875026.8649,0,9720235291,871479.8666,871844.1823,0,30770.28514,3182.682671,0,364.3156738,10.88892168,52061.32761,0,67279.89931,0,751922.8666,204.8841507,0,3936038.595,407300.5502,4343339.145,34283.8364,19450.78994,53734.62634,4.14832E+11,1453073637
2022,Foodservice,Full Service Restaurants,Family Style,Produce,5448.952748,340543.8363,18231040.89,5338.015462,5348.455551,3256.935898,3309.128484,100.4971969,0,10.44008865,0.954583006,389.3082784,0,397.2785443,0,4541.308203,9.165853803,0,12007.80474,1107.674183,13115.47892,27.67464264,49.93614788,77.61079052,244503521.1,8914092.585
