Name,Naics,Address,City,County,State,zip,excess_low_lbs,excess_high_lbs,UniqueID,prepared
Southgate Food Inc.,Full-Service Restaurants,20014 W 153rd St,Olathe,Johnson,KS,66062,20070,125504,RFS110455,0
Southside Grill LLC,Limited-Service Restaurants,1112 S US Old Highway 75,Sabetha,Nemaha,KS,66534,5623,5623,RFS296129,0
Southwest K F C Inc,Limited-Service Restaurants,234 W Pancake Blvd,Liberal,Seward,KS,67901,37410,45000,RFS351005,0
Southwestern Oklahoma Pizza Corp,Limited-Service Restaurants,330 E Madison Ave Ste B10,Derby,Sedgwick,KS,67037,35174,60000,RFS374113,0
Spangles Inc,Limited-Service Restaurants,120 E 4th Ave,Hutchinson,Reno,KS,67501,47386,57000,RFS301605,0
Spangles Inc,Limited-Service Restaurants,1601 N Rock Rd,Derby,Sedgwick,KS,67037,52374,63000,RFS323212,0
Spangles Inc,Limited-Service Restaurants,2310 N Maize Rd,Wichita,Sedgwick,KS,67205,2494,3000,RFS350120,0
Spangles Inc,Limited-Service Restaurants,3433 N Rock Rd Ste 101,Wichita,Sedgwick,KS,67226,10239,10239,RFS376928,0
Spangles Inc,Limited-Service Restaurants,531 S Andover Rd,Andover,Butler,KS,67002,7419,33000,RFS405940,0
Spaulding's Food & Drink,Full-Service Restaurants,220 W 3rd St,Andover,Butler,KS,67002,8507,33920,RFS122785,0
Spin Concepts Inc.,Limited-Service Restaurants,14230 W 119th St,Olathe,Johnson,KS,66062,87290,105000,RFS315310,0
Spin Concepts Inc.,Limited-Service Restaurants,525 Wakarusa Dr Ste A,Lawrence,Douglas,KS,66049,2494,3000,RFS405207,0
Spin Concepts Inc.,Limited-Service Restaurants,6501 W 135th St,Overland Park,Johnson,KS,66223,87290,105000,RFS419638,0
Spinning Pies LLC,Limited-Service Restaurants,103 E Main St,Independence,Montgomery,KS,67301,14854,24000,RFS289107,0
Sports Page LLC,Full-Service Restaurants,2920 10th St,Great Bend,Barton,KS,67530,17160,67840,RFS151165,0
Spring Creek Ventures Inc.,Full-Service Restaurants,1827 N 100th Rd,Baldwin City,Douglas,KS,66006,3799,23744,RFS100792,0
Spring Park Custard LLC,Limited-Service Restaurants,7309 E 21st St N,Wichita,Sedgwick,KS,67206,17529,33000,RFS427628,0
Stanley Dairy Queen,Limited-Service Restaurants,7580 W 151st St,Shawnee Mission,Johnson,KS,66223,17397,60000,RFS429943,0
Stanley Hinman,Limited-Service Restaurants,605 W Crawford St,Clay Center,Clay,KS,67432,9990,9990,RFS414422,0
Stanley James Smokehouse,Full-Service Restaurants,1500 E 23rd St,Lawrence,Douglas,KS,66046,13856,30528,RFS80201,0
Starbucks,Limited-Service Restaurants,2107 S 4th St,Leavenworth,Leavenworth,KS,66048,2906,18000,RFS342954,0
Starbucks Coffee International Inc.,Limited-Service Restaurants,3807 W 95th St,Overland Park,Johnson,KS,66206,19952,24000,RFS382768,0
Starbucks Corporation,Limited-Service Restaurants,10201 W 75th St,Overland Park,Johnson,KS,66204,37410,45000,RFS288452,0
Starbucks Corporation,Limited-Service Restaurants,1219 Bluemont Ave,Manhattan,Riley,KS,66502,34916,42000,RFS303686,0
Starbucks Corporation,Limited-Service Restaurants,15225 W 135th St,Olathe,Johnson,KS,66062,39904,48000,RFS320183,0
Starbucks Corporation,Limited-Service Restaurants,2006 N Rock Rd Ste 200,Derby,Sedgwick,KS,67037,92278,111000,RFS338379,0
Starbucks Corporation,Limited-Service Restaurants,2315 S 9th St,Salina,Saline,KS,67401,40448,40448,RFS350281,0
Starbucks Corporation,Limited-Service Restaurants,4415 E 21st St N,Wichita,Sedgwick,KS,67208,17458,21000,RFS393591,0
Starbucks Corporation,Limited-Service Restaurants,6970 Mission Rd,Shawnee Mission,Johnson,KS,66208,34916,42000,RFS423243,0
Starbucks Corporation,Limited-Service Restaurants,814 E Chestnut St,Junction City,Geary,KS,66441,24940,30000,RFS435105,0
Starbucks Corporation,Limited-Service Restaurants,8971 W Central Ave,Wichita,Sedgwick,KS,67212,32422,39000,RFS440937,0
Station,Limited-Service Restaurants,219 W Main St,Council Grove,Morris,KS,66846,4321,27136,RFS345812,0
Stayalert Enterprises LLC,Full-Service Restaurants,514 W 33rd St,Hays,Ellis,KS,67601,5918,23744,RFS212989,0
Steak N Shake Inc.,Full-Service Restaurants,3111 Nieder Rd,Lawrence,Douglas,KS,66047,138000,169600,RFS159648,0
Steve Ostermann,Limited-Service Restaurants,10240 W 75th St,Shawnee Mission,Johnson,KS,66204,27866,27866,RFS288752,0
Steven Walter,Limited-Service Restaurants,1502 Church Ln,Eudora,Douglas,KS,66025,11722,60000,RFS318970,0
Stevenson Rechelle Renee,Full-Service Restaurants,115 N Kansas Ave,Selden,Sheridan,KS,67757,6600,23744,RFS49207,0
Stilwell Bakery & Cafe LLC,Full-Service Restaurants,17888 Garnett St,Overland Park,Johnson,KS,66221,2879,23744,RFS97972,0
Stilwell Hotel Timmons Ballroom,Caterers,707 N Broadway St,Pittsburg,Crawford,KS,66762,63480,78016,RFS20575,0
Stockyard Restaurant LLC,Full-Service Restaurants,360 W Madison St,Fredonia,Wilson,KS,66736,7693,30528,RFS175011,0
Stockyards Plaza Inc,Limited-Service Restaurants,,Edna,Labette,KS,67342,5185,23744,RFS448865,0
Stone Creek Sandwiches,Full-Service Restaurants,912 Ames St,Baldwin City,Douglas,KS,66006,2879,23744,RFS274503,0
Stone Soup LLC,Full-Service Restaurants,512 Locust St,Lawrence,Douglas,KS,66044,1931,10176,RFS212488,0
Story.,Full-Service Restaurants,3931 W 69th Ter,Prairie Village,Johnson,KS,66208,29723,54272,RFS182631,0
Strates Country Kitchen,Full-Service Restaurants,E Hgwy 50,Kinsley,Edwards,KS,67547,17170,57664,RFS283320,0
Streetcar Station LLC,Limited-Service Restaurants,515 S Main St,Galena,Cherokee,KS,66739,58147,91584,RFS403710,0
Strouds,Full-Service Restaurants,8301 W 135th St,Overland Park,Johnson,KS,66223,57589,105152,RFS264748,0
Stroud's South,Limited-Service Restaurants,4200 Shawnee Mission Pkwy,Fairway,Johnson,KS,66205,111463,111463,RFS390222,0
Stuebner's Mobile Catering LLC,Caterers,302 N Gold St,Paola,Miami,KS,66071,2879,23744,RFS12031,0
Sub Station,Limited-Service Restaurants,602 W Main St,Hill City,Graham,KS,67642,6346,27000,RFS413933,0
Subway,Limited-Service Restaurants,10329 Metcalf Ave,Overland Park,Johnson,KS,66212,16719,16719,RFS289523,0
Subway,Limited-Service Restaurants,11411 E Kellogg Dr,Wichita,Sedgwick,KS,67207,14342,14342,RFS298336,0
Subway,Limited-Service Restaurants,1207 S Tyler Rd Ste A,Wichita,Sedgwick,KS,67209,14342,14342,RFS302789,0
Subway,Limited-Service Restaurants,1301 SW 37th St,Topeka,Shawnee,KS,66611,13626,13626,RFS308565,0
Subway,Limited-Service Restaurants,13600 S Alden St,Olathe,Johnson,KS,66062,6057,27000,RFS311955,0
Subway,Limited-Service Restaurants,14324 Juniper St,Overland Park,Johnson,KS,66224,16719,16719,RFS315781,0
Subway,Limited-Service Restaurants,1601 S Kansas Rd,Newton,Harvey,KS,67114,11303,27000,RFS323226,0
Subway,Limited-Service Restaurants,1700 10th Ave,Leavenworth,Leavenworth,KS,66048,13838,13838,RFS326945,0
Subway,Limited-Service Restaurants,200 Washington St,Ellis,Ellis,KS,67637,12892,12892,RFS337837,0
Subway,Limited-Service Restaurants,2502 S Santa Fe Ave,Chanute,Neosho,KS,66720,21624,33000,RFS355379,0
Subway,Limited-Service Restaurants,2700 S Santa Fe Ave,Chanute,Neosho,KS,66720,6921,27000,RFS359848,0
Subway,Limited-Service Restaurants,315 Southwest Blvd,Kansas City,Wyandotte,KS,66103,6207,27000,RFS370888,0
Subway,Limited-Service Restaurants,3201 N 16th St,Parsons,Labette,KS,67357,10847,10847,RFS372127,0
Subway,Limited-Service Restaurants,3301 Eharry,Wichita,Sedgwick,KS,67218,6483,27000,RFS374323,0
Subway,Limited-Service Restaurants,3408 Vine St,Hays,Ellis,KS,67601,12892,12892,RFS376422,0
Subway,Limited-Service Restaurants,3714 State Ave,Kansas City,Wyandotte,KS,66102,8111,8111,RFS381521,0
Subway,Limited-Service Restaurants,3760 SW South Park Ave B,Topeka,Shawnee,KS,66609,6805,27000,RFS382115,0
Subway,Limited-Service Restaurants,400 State St,Phillipsburg,Phillips,KS,67661,2151,16960,RFS385881,0
Subway,Limited-Service Restaurants,409 W Frontier Pkwy,Oberlin,Decatur,KS,67749,7553,27000,RFS388025,0
Subway,Limited-Service Restaurants,4110 W Central Ave,Wichita,Sedgwick,KS,67212,14342,14342,RFS388673,0
Subway,Limited-Service Restaurants,445 E Leiter Ave,Cunningham,Kingman,KS,67035,2879,2879,RFS394056,0
Subway,Limited-Service Restaurants,500 E 7th St,Strong City,Chase,KS,66869,5960,27000,RFS400702,0
Subway,Limited-Service Restaurants,501 N Main St,Lansing,Leavenworth,KS,66043,13775,37312,RFS401289,0
Subway,Limited-Service Restaurants,5475 N Meridian Ave,Wichita,Sedgwick,KS,67204,14342,14342,RFS407722,0
Subway,Limited-Service Restaurants,5701 Silverheel St,Shawnee,Johnson,KS,66226,22293,36000,RFS410137,0
Subway,Limited-Service Restaurants,6000 Leavenworth Rd,Kansas City,Wyandotte,KS,66104,5715,27000,RFS413368,0
Subway,Limited-Service Restaurants,613 N East Ave,Columbus,Cherokee,KS,66725,26008,42000,RFS415581,0
Subway,Limited-Service Restaurants,7934 E Harry St,Wichita,Sedgwick,KS,67207,5327,5327,RFS432449,0
Subway,Limited-Service Restaurants,9134 Woodend Rd,Edwardsville,Wyandotte,KS,66111,6236,27000,RFS443023,0
Subway 4942,Limited-Service Restaurants,2214 E Kansas Ave Ste 17,Garden City,Finney,KS,67846,13031,13031,RFS347003,0
Subway of Beloit,Limited-Service Restaurants,509 W 8th St,Beloit,Mitchell,KS,67420,11115,11115,RFS402573,0
Subway of Medicine Lodge,Limited-Service Restaurants,103 N Iliff St,Medicine Lodge,Barber,KS,67104,7436,27000,RFS289163,0
Subway of Shree Ram LLC,Limited-Service Restaurants,26103 W 108th Ter,Olathe,Johnson,KS,66061,18577,30000,RFS358081,0
Subway Restaurant,Limited-Service Restaurants,1001 Highway 40 Ste 1,Oakley,Logan,KS,67748,2435,2435,RFS285937,0
Subway Restaurant,Limited-Service Restaurants,1016 W Douglas Ave,Wichita,Sedgwick,KS,67203,2997,2997,RFS287878,0
Subway Restaurant,Limited-Service Restaurants,104 W Market St Ste A,Osage City,Osage,KS,66523,7396,27000,RFS290067,0
Subway Restaurant,Limited-Service Restaurants,121 Peter Pan Rd,Independence,Montgomery,KS,67301,2260,2260,RFS303044,0
Subway Restaurant,Limited-Service Restaurants,16675 Midland Dr,Shawnee,Johnson,KS,66217,16719,16719,RFS325865,0
Subway Restaurant,Limited-Service Restaurants,205 W Saint John St,Girard,Crawford,KS,66743,6939,27000,RFS340732,0
Subway Restaurant,Limited-Service Restaurants,2101 S Princeton St,Ottawa,Franklin,KS,66067,7226,27000,RFS342740,0
Subway Restaurant,Limited-Service Restaurants,2301 Industrial Rd Frnt,Emporia,Lyon,KS,66801,6764,27000,RFS349692,0
Subway Restaurant,Limited-Service Restaurants,2417 N Main St,Hutchinson,Reno,KS,67502,20926,45000,RFS353085,0
Subway Restaurant,Limited-Service Restaurants,2424 S West St,Wichita,Sedgwick,KS,67217,14342,14342,RFS353309,0
Subway Restaurant,Limited-Service Restaurants,3015 N Broadway St,Pittsburg,Crawford,KS,66762,2575,6000,RFS367205,0
Subway Restaurant,Limited-Service Restaurants,3131 Nieder Rd Ste B,Lawrence,Douglas,KS,66047,6530,21000,RFS370476,0
Subway Restaurant,Limited-Service Restaurants,3217 SW Topeka Blvd,Topeka,Shawnee,KS,66611,13626,13626,RFS372615,0
Subway Restaurant,Limited-Service Restaurants,395 N K 7 Hwy Ste 154,Olathe,Johnson,KS,66061,7608,27000,RFS384753,0
Subway Restaurant,Limited-Service Restaurants,4301 Vine St,Hays,Ellis,KS,67601,6071,27000,RFS391915,0
Subway Restaurant,Limited-Service Restaurants,4603 Shawnee Dr,Kansas City,Wyandotte,KS,66106,16994,16994,RFS396014,0
Subway Restaurant,Limited-Service Restaurants,5000 10th Ave,Leavenworth,Leavenworth,KS,66048,6015,6015,RFS400942,0
Subway Restaurant,Limited-Service Restaurants,6218 E 37th St N,Bel Aire,Sedgwick,KS,67220,6255,27000,RFS416674,0
Subway Restaurant,Limited-Service Restaurants,6565 State Ave,Kansas City,Wyandotte,KS,66102,37763,60000,RFS420224,0
Subway Restaurant,Limited-Service Restaurants,710 N Main St,Cheney,Sedgwick,KS,67025,14342,14342,RFS425292,0
Subway Restaurant,Limited-Service Restaurants,747 N Ridge Rd,Wichita,Sedgwick,KS,67212,2494,3000,RFS428987,0
Subway Sandwich Shop,Limited-Service Restaurants,100 Stimson Ave,Fort Leavenworth,Leavenworth,KS,66027,7115,27000,RFS285413,0
Subway Sandwiches,Limited-Service Restaurants,13303 W Maple St Ste 101,Wichita,Sedgwick,KS,67235,5996,27000,RFS310576,0
Subway Sandwiches,Limited-Service Restaurants,159 Metcalf Ave,Overland Park,Johnson,KS,66223,6364,27000,RFS322458,0
Subway Sandwiches,Limited-Service Restaurants,1920 Highway 73,Atchison,Atchison,KS,66002,9944,9944,RFS334978,0
Subway Sandwiches,Limited-Service Restaurants,210 E Kansas Ave,Garden City,Finney,KS,67846,5734,27000,RFS342357,0
Subway Sandwiches,Limited-Service Restaurants,21906 W 66th St,Shawnee,Johnson,KS,66226,5285,27000,RFS345837,0
Subway Sandwiches,Limited-Service Restaurants,311 E Pawnee St,Wichita,Sedgwick,KS,67211,6311,27000,RFS369795,0
Subway Sandwiches,Limited-Service Restaurants,501 E Ross St,Clearwater,Sedgwick,KS,67026,6198,27000,RFS401226,0
Subway Sandwiches & Salads,Limited-Service Restaurants,10600 W 21st St N,Wichita,Sedgwick,KS,67205,6689,27000,RFS291639,0
Subway Sandwiches & Salads,Limited-Service Restaurants,2723 10th St,Great Bend,Barton,KS,67530,6249,27000,RFS360528,0
Subway Sandwiches & Salads,Limited-Service Restaurants,3041 Anderson Ave,Manhattan,Riley,KS,66503,17788,17788,RFS368022,0
Subway World Headquarters,Limited-Service Restaurants,2754 US Highway 75,Lebo,Coffey,KS,66856,8869,8869,RFS361158,0
Sues Bbq,Full-Service Restaurants,205 W 10th St,Ellinwood,Barton,KS,67526,2879,23744,RFS114137,0
Sues Bbq & Grill LLC,Full-Service Restaurants,106 N Main St,Ellinwood,Barton,KS,67526,2879,2879,RFS37869,0
Sue's Diner,Full-Service Restaurants,101 Lodge Rd,Hiawatha,Brown,KS,66434,3167,23744,RFS30923,0
Sugar Bliss Bakery and Cafe,Full-Service Restaurants,130 Cherokee St,Leavenworth,Leavenworth,KS,66048,2879,23744,RFS63752,0
Sugar Shanes,Full-Service Restaurants,430 State St,Augusta,Butler,KS,67010,25206,169600,RFS194093,0
Sul Espirito Do,Full-Service Restaurants,11900 Metcalf Ave,Overland Park,Johnson,KS,66213,3167,3167,RFS52946,0
Sullivan's - Austin L.P.,Full-Service Restaurants,4501 W 119th St,Leawood,Johnson,KS,66209,115920,142464,RFS198939,0
Summit Restaurant Holding,Full-Service Restaurants,2053 N Amidon Ave,Wichita,Sedgwick,KS,67203,35057,74624,RFS114359,0
Sunflower Cafe,Full-Service Restaurants,115 N 5th St,Atchison,Atchison,KS,66002,14363,44096,RFS49192,0
Sunflower Cafe,Full-Service Restaurants,14516 S Village Dr,Olathe,Johnson,KS,66062,20435,37312,RFS77055,0
Sunflower Espresso LLC,Limited-Service Restaurants,722 S Chautauqua Ave,Wichita,Sedgwick,KS,67211,23903,45000,RFS426829,0
Sunflower Supper Club LLC,Full-Service Restaurants,6002 N Plum St,Hutchinson,Reno,KS,67502,23716,57664,RFS228371,0
Sunny Starr Cafe,Full-Service Restaurants,2135 SW Gage Blvd,Topeka,Shawnee,KS,66614,55200,67840,RFS119594,0
Sunrice LLC,Full-Service Restaurants,5217 W 95th St,Overland Park,Johnson,KS,66207,11146,11146,RFS214803,0
Sunrise Cafe,Full-Service Restaurants,108 W 5th Ave Lot 13,South Hutchinson,Reno,KS,67505,11161,27136,RFS39992,0
Sunset Equities,Limited-Service Restaurants,1800 Vine St,Hays,Ellis,KS,67601,12753,72000,RFS330720,0
Sunset Equities Inc.,Limited-Service Restaurants,1032 W Kansas Ave,McPherson,McPherson,KS,67460,14964,160371,RFS289486,0
Sunset Equities Inc.,Limited-Service Restaurants,700 N Kansas Ave,Liberal,Seward,KS,67901,134676,162000,RFS423820,0
Sunset Grill,Limited-Service Restaurants,14577 Metcalf Ave,Overland Park,Johnson,KS,66223,2879,21000,RFS316882,0
Supermart El Torito Inc.,Full-Service Restaurants,3000 NW Topeka Blvd,Topeka,Shawnee,KS,66617,18168,40704,RFS154145,0
Sushi Ko,Full-Service Restaurants,811 New Hampshire St,Lawrence,Douglas,KS,66044,3832,30528,RFS261745,0
Sushi Mido LLC,Full-Service Restaurants,6010 Nieman Rd,Shawnee Mission,Johnson,KS,66203,6430,23744,RFS228842,0
Sushi Mina LLC,Full-Service Restaurants,13450 W 105th Ter,Overland Park,Johnson,KS,66215,11200,23744,RFS68533,0
Suzie Q,Full-Service Restaurants,6720 Kaw Dr,Kansas City,Wyandotte,KS,66111,1743,3392,RFS240832,0
Suzie's Pizzeria & Grill LLC,Limited-Service Restaurants,2012 E Cherokee Pl,Olathe,Johnson,KS,66062,3363,18000,RFS339003,0
Sweet Frog Frozen Yogurt,Limited-Service Restaurants,1829 Vlg West Pkwy T131,Kansas City,Wyandotte,KS,66111,7091,30000,RFS331971,0
Sweet Tee's Coffee Shop,Limited-Service Restaurants,15636 W 150th St,Olathe,Johnson,KS,66062,2879,21000,RFS321775,0
Sweet Thangs Cafe,Limited-Service Restaurants,1088 W Santa Fe St,Olathe,Johnson,KS,66061,2879,21000,RFS293245,0
Sweet Traditions,Caterers,79 Q Rd,Rozel,Pawnee,KS,67574,1224,3392,RFS21654,0
Swine Enthusiast Bbq LLC,Full-Service Restaurants,14829 Melrose St,Overland Park,Johnson,KS,66221,3167,3167,RFS78639,0
Syc LLC,Full-Service Restaurants,12970 W 87th Street Pkwy,Overland Park,Johnson,KS,66215,5576,23744,RFS63442,0
Symbiotic Restaurant Group LLC,Full-Service Restaurants,10916 W 71st St,Shawnee,Johnson,KS,66203,35297,64448,RFS41123,0
Szechuan Dyansty Industries,Full-Service Restaurants,7206 W 119th St,Overland Park,Johnson,KS,66213,20435,37312,RFS249235,0
Szechuan House Sixth Street Inc,Full-Service Restaurants,1500 W 6th St,Lawrence,Douglas,KS,66044,18475,40704,RFS80371,0
T A S Management System,Limited-Service Restaurants,150 N Oliver Ave,Wichita,Sedgwick,KS,67208,11220,11220,RFS318552,0
T B of America Inc.,Full-Service Restaurants,721 N Main St,El Dorado,Butler,KS,67042,63480,78016,RFS249348,0
T B of America Inc.,Limited-Service Restaurants,1009 Limey Pl,Manhattan,Riley,KS,66502,2494,3000,RFS286670,0
T B of America Inc.,Limited-Service Restaurants,105 US Highway 75,Holton,Jackson,KS,66436,14964,18000,RFS290798,0
T B of America Inc.,Limited-Service Restaurants,1115 S Broadway St,Pittsburg,Crawford,KS,66762,57362,69000,RFS296314,0
T B of America Inc.,Limited-Service Restaurants,1602 N State St,Iola,Allen,KS,66749,29928,36000,RFS323288,0
T B of America Inc.,Limited-Service Restaurants,1720 N Kansas Ave,Liberal,Seward,KS,67901,57362,69000,RFS328201,0
T B of America Inc.,Limited-Service Restaurants,2003 E 1st St,Pratt,Pratt,KS,67124,34916,42000,RFS338230,0
T B of America Inc.,Limited-Service Restaurants,2305 S Main St,Fort Scott,Bourbon,KS,66701,57362,69000,RFS349871,0
T B of America Inc.,Limited-Service Restaurants,305 N 8th St,Independence,Montgomery,KS,67301,44892,54000,RFS368210,0
T B of America Inc.,Limited-Service Restaurants,3607 10th St,Great Bend,Barton,KS,67530,57362,69000,RFS379893,0
T B of America Inc.,Limited-Service Restaurants,4000 N Maize Rd,Maize,Sedgwick,KS,67101,57362,69000,RFS385979,0
T Shawnee Inc,Limited-Service Restaurants,22374 W 66th St,Shawnee,Johnson,KS,66226,26008,42000,RFS347823,0
T.O.P.s Steaks & Hoagies LLC,Limited-Service Restaurants,2420 N Clubhouse CT,Wichita,Sedgwick,KS,67226,27090,51000,RFS353200,0
Table 7 Inc.,Limited-Service Restaurants,15035 W 128th St,Olathe,Johnson,KS,66062,4269,4269,RFS319053,0
Tableswithtaste,Caterers,11502 Woodward St,Overland Park,Johnson,KS,66210,13004,23744,RFS2152,0
Taco Bell,Limited-Service Restaurants,7100 W 119th St,Shawnee Mission,Johnson,KS,66213,42727,42727,RFS425371,0
Taco Bueno Restaurant LP,Full-Service Restaurants,10932 Stadium Pkwy,Kansas City,Wyandotte,KS,66111,26434,47488,RFS41220,0
Taco Bueno Restaurants L.P.,Full-Service Restaurants,333 S West St,Wichita,Sedgwick,KS,67213,3167,27136,RFS167677,0
Taco Bueno Restaurants L.P.,Full-Service Restaurants,18016 W 119th St,Olathe,Johnson,KS,66061,52440,64448,RFS99143,0
Taco Delite,Full-Service Restaurants,1402 E 1st St,Pratt,Pratt,KS,67124,1500,3392,RFS72815,0
Taco Express,Full-Service Restaurants,220 S West St,Wichita,Sedgwick,KS,67213,27090,57664,RFS122750,0
Taco Grande 151,Limited-Service Restaurants,2315 W 21st St N Ste 109,Wichita,Sedgwick,KS,67203,20716,39000,RFS350287,0
Taco Grande of Scott City LLC,Limited-Service Restaurants,1201 S Main St,Scott City,Scott,KS,67871,2879,2879,RFS302288,0
Taco Hut of Topeka Inc,Limited-Service Restaurants,1423 SW 6th Ave,Topeka,Shawnee,KS,66606,16575,16575,RFS315304,0
Taco John's,Full-Service Restaurants,18617 W 151st St,Olathe,Johnson,KS,66062,10373,61056,RFS102486,0
Taco John's,Full-Service Restaurants,1000 W Pancake Blvd,Liberal,Seward,KS,67901,3832,3832,RFS29065,0
Taco Lucha,Full-Service Restaurants,1130 Moro St,Manhattan,Riley,KS,66502,20753,47488,RFS47241,0
Taco Pronto,Limited-Service Restaurants,7333 W Central Ave,Wichita,Sedgwick,KS,67212,19122,19122,RFS427879,0
Taco Pronto Inc,Full-Service Restaurants,8385 W 21st St N,Wichita,Sedgwick,KS,67205,9348,44096,RFS265642,0
Taco Republic,Full-Service Restaurants,500 County Line Rd,Kansas City,Wyandotte,KS,66103,41540,74624,RFS208394,0
Taco Ria El Sol,Full-Service Restaurants,490 McCall Rd,Manhattan,Riley,KS,66502,5660,33920,RFS206051,0
Taco Shop,Full-Service Restaurants,1652 S Webb Rd,Wichita,Sedgwick,KS,67207,3136,23744,RFS90870,0
Taco Shop Inc,Full-Service Restaurants,333 W 8th St,Hays,Ellis,KS,67601,55355,55355,RFS167709,0
Taco Tico Inc,Limited-Service Restaurants,460 N West St,Wichita,Sedgwick,KS,67203,25496,48000,RFS395889,0
Taco Tico Operations Inc,Full-Service Restaurants,2102 NW Topeka Blvd,Topeka,Shawnee,KS,66608,16654,16654,RFS117341,0
Taco Time LLC,Limited-Service Restaurants,4115 Covenant Dr,Hays,Ellis,KS,67601,2879,21000,RFS388734,0
Taco Via,Full-Service Restaurants,15159 W 119th St,Olathe,Johnson,KS,66062,2760,3392,RFS81955,0
Taco Villa LLC,Full-Service Restaurants,5300 SW 21st St Ste A,Topeka,Shawnee,KS,66604,15289,15289,RFS216535,0
Taco Zone,Full-Service Restaurants,13 E 8th St,Lawrence,Douglas,KS,66044,18475,40704,RFS63569,0
Taco Zone LLC,Full-Service Restaurants,1201 E 13th St,Lawrence,Douglas,KS,66044,21554,47488,RFS54753,0
Tacos Bravo LLC,Full-Service Restaurants,2638 S Southeast CT,Wichita,Sedgwick,KS,67216,2879,2879,RFS142335,0
Tacos El Guanajuato Inc.,Full-Service Restaurants,2304 5th Ave,Dodge City,Ford,KS,67801,5773,27136,RFS128438,0
Tacos El Tio,Full-Service Restaurants,78 N 10th St,Kansas City,Wyandotte,KS,66102,6675,33920,RFS256668,0
Tacos Jalisco,Full-Service Restaurants,412 E Wyatt Earp Blvd,Dodge City,Ford,KS,67801,9512,9512,RFS189220,0
Tacos La Esperanza LLC,Full-Service Restaurants,2309 SE 22nd Ter,Topeka,Shawnee,KS,66605,2879,2879,RFS128679,0
Tacos La Nortena LLC,Full-Service Restaurants,713 Holland St,Great Bend,Barton,KS,67530,11459,27136,RFS247830,0
Tacos Leon LLC,Full-Service Restaurants,1805 SE 23rd St,Topeka,Shawnee,KS,66605,2879,2879,RFS99370,0
Tacos Mexican Fast Food,Full-Service Restaurants,1533 S Seneca St,Wichita,Sedgwick,KS,67213,17529,37312,RFS83365,0
Tacos Perez LLC,Full-Service Restaurants,2347 N Arkansas Ave,Wichita,Sedgwick,KS,67204,2879,2879,RFS130498,0
Tacos Y Burrios Viva Mexico,Full-Service Restaurants,919 N Kansas Ave,Liberal,Seward,KS,67901,7069,50880,RFS275362,0
Tad's Tropical Sno LLC,Limited-Service Restaurants,616 Bently Dr,Lawrence,Douglas,KS,66049,20015,39000,RFS415900,0
Tag Grill Bar,Limited-Service Restaurants,319 Cloud St,Scandia,Republic,KS,66966,4944,12000,RFS371546,0
Take Luck Inc.,Full-Service Restaurants,3135 SW Shadow Ln,Topeka,Shawnee,KS,66604,2193,13568,RFS160615,0
Talk of The Town,Limited-Service Restaurants,5201 W 135th St,Leawood,Johnson,KS,66224,37410,45000,RFS404457,0
Tall Guy Bbq,Full-Service Restaurants,1423 N Webb Rd,Wichita,Sedgwick,KS,67206,2879,23744,RFS74955,0
Talley Concepts LLC,Full-Service Restaurants,3306 N Westwind Bay CT,Wichita,Sedgwick,KS,67205,21671,21671,RFS166639,0
Tanya's Soup Kitchen Hours/Map,Full-Service Restaurants,1725 E Douglas Ave,Wichita,Sedgwick,KS,67211,25496,25496,RFS95246,0
Tao Tao Restaurant,Full-Service Restaurants,1300 Minnesota Ave,Kansas City,Wyandotte,KS,66102,4143,10176,RFS64106,0
Tapias Mexican Restaurant,Full-Service Restaurants,105 Larned St,Belpre,Edwards,KS,67519,8399,33920,RFS36642,0
Taqueria 7 Leguas LLC,Full-Service Restaurants,1706 Central Ave,Kansas City,Wyandotte,KS,66102,1260,3392,RFS93845,0
Taqueria El Compa 2,Full-Service Restaurants,100 N Main St,Ulysses,Grant,KS,67880,7577,37312,RFS28250,0
Taqueria La Chona LLC,Full-Service Restaurants,2817 N Woodridge St,Wichita,Sedgwick,KS,67226,14342,30528,RFS148165,0
Taqueria La Estrella,Full-Service Restaurants,117 S Main St,Ulysses,Grant,KS,67880,13893,44096,RFS51171,0
Taqueria La Nueva LLC,Full-Service Restaurants,1130 E Cothrell St,Olathe,Johnson,KS,66061,2879,2879,RFS47223,0
Taqueria LLC,Full-Service Restaurants,2259 S 9th St Ste 148,Salina,Saline,KS,67401,3167,27136,RFS126329,0
Taqueria Los Compas,Full-Service Restaurants,519 W Mary St,Garden City,Finney,KS,67846,6483,33920,RFS213977,0
Taqueria Los Mariachis LLC,Full-Service Restaurants,902 E 31st Ave,Hutchinson,Reno,KS,67502,13951,33920,RFS272921,0
Taqueria Los Reyes LLC,Full-Service Restaurants,108 W Paul St,Coffeyville,Montgomery,KS,67337,2879,2879,RFS40008,0
Tarahumara Mexican Restaurant,Full-Service Restaurants,10201 W 47th St,Shawnee,Johnson,KS,66203,24150,44096,RFS33156,0
Tarahumaras Mexican Food LLC,Full-Service Restaurants,3212 Merriam Ln,Kansas City,Wyandotte,KS,66106,5088,30528,RFS163512,0
Taste,Limited-Service Restaurants,7324 W 86th St,Overland Park,Johnson,KS,66212,6975,6975,RFS427799,0
