Year,Naics,State,bread,dairy,dry,meat,prepared,produce,excess_high_lbs,excess_low_lbs,excess_fac_cnt
2022,Full-Service Restaurants,AZ,9842,17408,39634,30438,223606,23587,231204016,110959477,5695
2022,Full-Service Restaurants,CA,193048,348396,836448,625197,19340057,508529,1491779280,794580236,37185
2022,Full-Service Restaurants,CO,8830,14927,35024,26806,196120,20779,195507751,103100674,5185
2022,Full-Service Restaurants,CT,18501,28465,69535,53963,1629880,43136,120343956,60474007,3361
2022,Full-Service Restaurants,DE,1680,2594,4930,4747,32314,3568,31002852,15679448,678
2022,Full-Service Restaurants,FL,44295,67299,146222,131089,894534,98495,1091889938,545086763,26689
2022,Full-Service Restaurants,GA,18901,35913,62525,54207,391425,41685,328385069,161709183,8715
2022,Full-Service Restaurants,HI,1253,2294,6957,5192,37227,4321,47021028,26033493,1256
2022,Full-Service Restaurants,IA,2904,5049,11028,9223,65330,7134,72193464,33206640,1820
2022,Full-Service Restaurants,ID,1683,3056,5510,4885,34735,3656,44499435,22406502,1161
2022,Full-Service Restaurants,IL,15645,25513,61591,42907,330358,32311,457530753,172110037,8015
2022,Full-Service Restaurants,IN,10397,16544,32686,28577,203637,22649,179232020,92210621,3993
2022,Full-Service Restaurants,KS,4056,6977,15921,11200,86731,9148,69447305,31150086,1591
2022,Full-Service Restaurants,KY,7823,14389,28205,21228,161972,16010,124588267,52728895,2532
2022,Full-Service Restaurants,LA,4900,9385,15296,13948,100451,11229,141610876,70263704,3627
2022,Full-Service Restaurants,MA,43572,72311,178359,129178,4061054,99332,225664512,128226200,5512
2022,Full-Service Restaurants,MD,41040,67276,166470,131658,3880860,108508,180724719,100684668,4232
2022,Full-Service Restaurants,ME,1277,2007,5013,3226,26051,2749,32779303,17802552,846
2022,Full-Service Restaurants,MI,10715,17162,37208,31764,223831,24381,221672537,108875859,5045
2022,Full-Service Restaurants,MN,6105,9431,20202,18135,124198,13521,230070334,82800974,3264
2022,Full-Service Restaurants,MO,8609,14598,30466,25303,181421,19930,144680428,72769743,3440
2022,Full-Service Restaurants,MS,3530,7379,10854,9772,72124,7891,63254949,29759780,1505
2022,Full-Service Restaurants,MT,1025,1551,3632,3460,22619,2607,26322278,13536977,729
2022,Full-Service Restaurants,NC,14846,25619,53177,41576,309148,33066,308233980,139881415,6707
2022,Full-Service Restaurants,ND,1252,1892,4600,3949,27152,3037,16562681,8094718,389
2022,Full-Service Restaurants,NE,2157,3865,7975,6550,47383,5102,45284162,21322996,1064
2022,Full-Service Restaurants,NH,2009,3296,8258,4822,41276,4229,36300358,17670294,899
2022,Full-Service Restaurants,NJ,49269,77670,186988,152809,4486615,118778,270200753,137190094,7794
2022,Full-Service Restaurants,NM,2953,5293,10707,8557,62900,6347,64272620,34369453,1449
2022,Full-Service Restaurants,NV,4633,7949,18891,15106,107804,11551,88667002,47630073,2060
2022,Full-Service Restaurants,NY,72556,120374,278918,225694,6740169,180213,655536002,349778872,21625
2022,Full-Service Restaurants,OH,20035,35716,68657,53920,405421,41033,316165971,160219719,6108
2022,Full-Service Restaurants,OK,7359,10297,24097,21094,142804,15892,97897029,47456845,2436
2022,Full-Service Restaurants,OR,15384,31517,52858,43861,1365060,32649,173535138,93281339,4570
2022,Full-Service Restaurants,PA,16481,26691,55681,46819,334991,36123,369538808,175983154,10298
2022,Full-Service Restaurants,RI,5230,8449,19418,15097,463556,11962,34542472,17218048,941
2022,Full-Service Restaurants,SC,8152,15685,26475,22835,166729,17364,124779354,62916254,3011
2022,Full-Service Restaurants,SD,1020,1603,3678,3084,21728,2503,16340541,7779017,434
2022,Full-Service Restaurants,TN,12400,22249,44055,35364,260940,28194,318089549,113920222,4233
2022,Full-Service Restaurants,TX,49847,78893,215771,139726,1095645,120315,1153776264,513530393,23064
2022,Full-Service Restaurants,UT,2883,5701,11076,9345,67021,7253,86530475,38043804,1978
2022,Full-Service Restaurants,VA,15257,25001,63373,44454,337837,37071,268595552,134843876,6916
2022,Full-Service Restaurants,VT,1501,2343,5141,4000,123943,3155,17667590,9395988,522
2022,Full-Service Restaurants,WA,26416,46892,98583,88106,2520694,67454,221033286,116212675,5916
2022,Full-Service Restaurants,WI,5187,7984,18204,16943,113098,12988,117398429,56128875,2672
2022,Full-Service Restaurants,WV,2597,5012,8927,6916,53367,5348,52871567,17889779,908
2022,Full-Service Restaurants,WY,486,1057,1569,1333,10073,1006,15183837,7406158,360
2022,Limited-Service Restaurants,AK,1422,3706,2699,2004,22541,1502,11949592,6517993,365
2022,Limited-Service Restaurants,AL,20203,45231,31706,27572,280990,18669,68275350,36112020,1738
2022,Limited-Service Restaurants,AR,11707,26331,19731,16333,165442,11074,64188845,27523714,1228
2022,Limited-Service Restaurants,AZ,23087,60175,42906,33024,362711,23341,129204389,77116682,3547
2022,Limited-Service Restaurants,CA,560500,1516079,1098512,809578,24207280,580994,841419089,412710218,18392
2022,Limited-Service Restaurants,CO,18980,47893,36007,26529,293816,19332,115568791,69189279,3147
2022,Limited-Service Restaurants,CT,44988,148312,78991,53176,2033867,43368,71518381,38602401,2268
2022,Limited-Service Restaurants,DE,2470,7029,4812,3288,40840,2485,17085134,9295208,420
2022,Limited-Service Restaurants,FL,65872,169416,116990,89048,1007558,63894,659724522,346510369,14737
2022,Limited-Service Restaurants,GA,40582,95584,66627,54022,586433,38059,220508063,113119206,5155
2022,Limited-Service Restaurants,HI,3269,10402,6243,4472,56285,3264,27317273,12762887,580
2022,Limited-Service Restaurants,IA,9471,21321,18791,14225,142251,10341,61302257,31983670,1472
2022,Limited-Service Restaurants,ID,4967,12488,9771,7323,77345,5181,30553843,15462218,981
2022,Limited-Service Restaurants,IL,39956,102052,70463,55385,618333,40969,1019693945,137528561,5791
2022,Limited-Service Restaurants,IN,23365,53264,40678,33166,337669,23436,127757481,65285165,3165
2022,Limited-Service Restaurants,KS,10562,26484,20001,15088,161043,10609,155340632,125560696,1260
2022,Limited-Service Restaurants,KY,17429,39920,29859,24313,249365,16912,116021801,48433295,1994
2022,Limited-Service Restaurants,LA,17007,38180,26018,22934,235010,15456,93794679,50757942,2101
2022,Limited-Service Restaurants,MA,76575,289491,154940,91379,3796420,76286,111658997,60588217,3214
2022,Limited-Service Restaurants,MD,86243,228158,162724,118320,3617203,88055,123324899,68211774,2869
2022,Limited-Service Restaurants,ME,2813,8971,5055,3537,48444,2794,17600846,10398674,463
2022,Limited-Service Restaurants,MI,30560,75361,58865,44614,473282,32722,209633634,99158214,4519
2022,Limited-Service Restaurants,MN,14521,36528,29122,21298,230943,16033,123854824,67336992,2572
2022,Limited-Service Restaurants,MO,21394,49771,38893,30889,314436,21516,125838772,73602367,2622
2022,Limited-Service Restaurants,MS,11635,24862,18653,16341,160376,11038,52086715,25190488,1097
2022,Limited-Service Restaurants,MT,2656,5957,5590,4091,40287,2925,18198863,8984717,519
2022,Limited-Service Restaurants,NC,39058,90032,64537,52612,562961,37352,240036172,99422842,4747
2022,Limited-Service Restaurants,ND,2202,4974,4600,3253,33403,2394,17362927,7698267,356
2022,Limited-Service Restaurants,NE,6950,17295,12958,9604,106234,7264,45508553,20081541,855
2022,Limited-Service Restaurants,NH,3145,10750,6033,3945,56809,3146,16838526,9470438,546
2022,Limited-Service Restaurants,NJ,94568,313213,179910,116538,4339721,90210,178120780,103127183,5291
2022,Limited-Service Restaurants,NM,6626,15575,11428,9423,97108,6538,37040193,17227169,889
2022,Limited-Service Restaurants,NV,11204,29478,20905,15668,175510,11048,51044477,30389549,1266
2022,Limited-Service Restaurants,NY,190358,634177,351782,230141,8697873,183468,443734960,219238864,14597
2022,Limited-Service Restaurants,OH,40459,97736,73219,55956,599638,40313,238278559,133884713,5574
2022,Limited-Service Restaurants,OK,15525,36141,28134,22148,226607,15300,76915488,34090230,1745
2022,Limited-Service Restaurants,OR,56784,166390,117133,78845,2529390,59498,93847066,54930083,2517
2022,Limited-Service Restaurants,PA,28676,82528,53960,38193,468257,28723,246147491,121440108,7562
2022,Limited-Service Restaurants,RI,13200,45081,25539,16178,617305,13132,19343948,11134534,559
2022,Limited-Service Restaurants,SC,19649,44431,30748,26168,276709,18142,91339143,45037153,2150
2022,Limited-Service Restaurants,SD,2730,6147,6124,4167,42263,3101,21025273,12699489,388
2022,Limited-Service Restaurants,TN,27280,63359,44937,37851,390956,25852,163324404,74232365,3152
2022,Limited-Service Restaurants,TX,110479,254645,183521,149821,1583580,103266,623814993,332151523,13523
2022,Limited-Service Restaurants,UT,10207,23091,19357,14704,148865,10297,58875500,29096476,1364
2022,Limited-Service Restaurants,VA,28992,74110,51109,39069,440649,28027,145230389,82783748,4036
2022,Limited-Service Restaurants,VT,5102,15564,9135,6553,223392,5249,9242999,5438619,308
2022,Limited-Service Restaurants,WA,93006,258712,191921,131984,4063302,100225,141331042,77433146,3661
2022,Limited-Service Restaurants,WI,16031,33890,28879,24258,229972,17364,110993606,55006410,2228
2022,Limited-Service Restaurants,WV,5952,14223,10815,8406,87991,5937,25949914,14071677,740
2022,Limited-Service Restaurants,WY,2032,4630,4097,2861,29612,2040,7573466,4216005,215
